game_accessibility,game_asset_license,game_ave_session,game_criteria,game_desc_len,game_developers,game_developers_url,game_genres,game_inputs,game_language,game_last_update,game_license,game_made_with,game_name,game_no_ratings,game_no_screenshots,game_platforms,game_price,game_publish_date,game_ranks,game_raw_scores,game_release_date,game_scores,game_size,game_source_code,game_status,game_submission_page,game_tags,game_url,jam_name,jam_url,overall_rank,high_ranking,number_of_developers
,,,Plus Ultra!,1374.0,Epinephrine Cable,https://epinephrine-cable.itch.io,,,,,,Unity,Deeper than the Ocean,1635.0,4.0,Windows||Linux||HTML5,,,2,4.993,,4.993,DTTO3.5.zip||19 MB||||Windows||Linux,,In development,https://itch.io/jam/game-jam-plus-/rate/288019,2D||gamejamplus||Local multiplayer||party-game||riodejaneiro,https://epinephrine-cable.itch.io/dtto,Game Jam Plus,https://www.itch.io/jam/game-jam-plus-,2,1,1
,,,Plus Ultra!,1448.0,alberto89||danielatinoco||PedroT.,https://alberto89.itch.io||https://danielatinoco.itch.io||https://pedrot.itch.io,Puzzle,,,,,Unity,Iná,1610.0,5.0,Android,Name your own price,,3,4.993,,4.993,ina1.apk||22 MB||||Android<>ina4.apk||24 MB||||,,In development,https://itch.io/jam/game-jam-plus-/rate/285127,impactosocial||mobile||riodejaneiro||rj,https://alberto89.itch.io/ina,Game Jam Plus,https://www.itch.io/jam/game-jam-plus-,3,1,3
,,A few minutes,Plus Ultra!,1303.0,PCista||LizyPk||Suminsky||fenixrw||Biodam,https://pcista.itch.io||https://lizypk.itch.io||https://suminsky.itch.io||https://fenixrw.itch.io||https://biodam.itch.io,Action,Keyboard||Gamepad (any)||Joystick,English,,,Unity,Alienxplode,1174.0,4.0,Windows,,,4,4.992,,4.992,AlienXplode_v1.6.zip (48h Jam version)||24 MB||||Windows<>Alienxplode_v1.7.rar (Post Jam version - WIP)||21 MB||||Windows,,Released,https://itch.io/jam/game-jam-plus-/rate/285106,Aliens||competitive||Local multiplayer||party-game||porto-alegre,https://pcista.itch.io/alienxplode,Game Jam Plus,https://www.itch.io/jam/game-jam-plus-,4,1,5
,,,Plus Ultra!,569.0,ThiagoOliveira,https://thiagooliveira.itch.io,Platformer,,,,,,Robro,873.0,1.0,Windows,,,5,4.991,,4.991,Robro.rar||6 MB||||<>Robro 0.1.0.2.zip||16 MB||||Windows,,Prototype,https://itch.io/jam/game-jam-plus-/rate/285203,gamejamplus||sao-luis||unicef||windows,https://thiagooliveira.itch.io/robro,Game Jam Plus,https://www.itch.io/jam/game-jam-plus-,5,1,1
,,,Plus Ultra!,1064.0,MarcelinoB0rges,https://marcelinob0rges.itch.io,Adventure,,,,,,Dreams of Elliot,441.0,6.0,,,,6,4.986,,4.986,Dreams of Elliot - Alpha v0.9.2.rar||428 MB||||,,Prototype,https://itch.io/jam/game-jam-plus-/rate/287704,3D||Fantasy||gamejamplus||recife||Top-Down||unicef||Unreal Engine,https://marcelinob0rges.itch.io/elliot,Game Jam Plus,https://www.itch.io/jam/game-jam-plus-,6,1,1
,,,Plus Ultra!,1255.0,Singularity Storm,https://singularity-storm.itch.io,Racing,,,,,,Singularity Storm,945.0,1.0,Windows,Name your own price,,7,4.986,,4.986,singularity-storm.rar||24 MB||||Windows,,Prototype,https://itch.io/jam/game-jam-plus-/rate/287807,3D||brazil||Driving||gamejamplus||maranhao||saoluis||singularity||Unity||velocidade,https://singularity-storm.itch.io/ss,Game Jam Plus,https://www.itch.io/jam/game-jam-plus-,7,1,1
,,,Plus Ultra!,246.0,LSTryhard||Luciano Souza||Batataglin,https://lstryhard.itch.io||https://shizukal.itch.io||https://batataglin.itch.io,Adventure||Platformer||Puzzle,,,,,,Robotopy,16.0,3.0,,,,27,4.688,,4.688,Robotopy.7z||19 MB||||,,Released,https://itch.io/jam/game-jam-plus-/rate/285249,porto-alegre||Robots,https://lstryhard.itch.io/robotopy,Game Jam Plus,https://www.itch.io/jam/game-jam-plus-,27,0,3
,,,Plus Ultra!,934.0,Daniel Camargo,https://odanielcamargo.itch.io,Puzzle,,,,,Unity,Cup Zombies,12.0,5.0,HTML5,,,28,4.667,,4.667,CupZombies.zip||11 MB||||,,In development,https://itch.io/jam/game-jam-plus-/rate/285010,candy||casual-game||cupcakes||game-jam-plus-2018||indie-game||mobile||saopaulo||Zombies,https://odanielcamargo.itch.io/cup-zombies,Game Jam Plus,https://www.itch.io/jam/game-jam-plus-,28,0,1
,,,Plus Ultra!,221.0,AbilioNB,https://abilionb.itch.io,,,,,,,Sobreviva,10.0,3.0,HTML5,,,29,4.600,,4.600,versãoFinal.rar||27 MB||||,,Released,https://itch.io/jam/game-jam-plus-/rate/287698,gamejamplus||recife||unicef||web,https://abilionb.itch.io/sobreviva,Game Jam Plus,https://www.itch.io/jam/game-jam-plus-,29,0,1
,,,Plus Ultra!,380.0,PoisonPix,https://poisonpix.itch.io,Platformer||Puzzle||Survival,,,,,,Amaruq,15.0,3.0,Windows||macOS,Name your own price,,29,4.600,,4.600,Amaruq.app.zip||22 MB||||macOS<>AmaruqWindows.zip||19 MB||||Windows,,Released,https://itch.io/jam/game-jam-plus-/rate/285109,brasilia||eskimo||Pixel Art||Singleplayer||snow||winter,https://poisonpix.itch.io/amaruq,Game Jam Plus,https://www.itch.io/jam/game-jam-plus-,29,0,1
,,,Plus Ultra!,1085.0,Mariochi,https://mariochi.itch.io,Platformer||Action||Adventure,,,,,,Amadeos,17.0,6.0,Windows,Name your own price,,31,4.588,,4.588,Amadeos.zip||46 MB||||Windows,,Released,https://itch.io/jam/game-jam-plus-/rate/285087,3D Platformer||Action-Adventure||curitiba||Cute||Funny||Open World||Singleplayer,https://mariochi.itch.io/amadeos,Game Jam Plus,https://www.itch.io/jam/game-jam-plus-,31,0,1
,,,Plus Ultra!,5049.0,Gabriel Cyrino,https://poligonal.itch.io,Strategy,,,,,,Mandala Defense,31.0,27.0,Windows,,,32,4.581,,4.581,MandalaDefense_v10.18b.exe||57 MB||||Windows<>MandalaDefense_BUILD-15-10||57 MB||||Windows,,In development,https://itch.io/jam/game-jam-plus-/rate/285701,3D||Fantasy||gamejamplus||gjpluspatosdeminas||patosdeminas||Strategy RPG||Top-Down||Tower Defense||Unity,https://poligonal.itch.io/mandala,Game Jam Plus,https://www.itch.io/jam/game-jam-plus-,32,0,1
,,,Creativity||Theme relevance||Sound||Fun||Overall||Looks||Orginality,404.0,Wellzitu||SeanGaravan,https://wellzitu.itch.io||https://seangaravan.itch.io,Puzzle||Simulation,,,24 October 2019 @ 01:23,,,Shine,13.0,3.0,Windows||Linux,,,1||1||1||1||1||2||2,4.615||5.000||4.308||4.000||4.462||4.462||4.385,,4.615||5.000||4.308||4.000||4.462||4.462||4.385,SHINE-win64.zip||65 MB||||Windows<>SHINE-win32.zip||54 MB||||Windows<>linux32.zip||75 MB||||Linux<>linux64.zip||71 MB||||Linux,,Released,https://itch.io/jam/cfn-gamejam/rate/178555,grow||growing-up||life||Narrative||shine||story,https://wellzitu.itch.io/shine,CFN Game Jam,https://www.itch.io/jam/cfn-gamejam,1,1,2
,,,Orginality||Creativity||Theme relevance||Overall||Looks||Sound||Fun,1313.0,RED_KAY!||Arvid Nygren||island||Alpenglow,https://red-kay.itch.io||https://arvid-nygren.itch.io||https://island.itch.io||https://alpenglow.itch.io,Simulation||Survival,,,,,Unity,Photosynthesis,22.0,8.0,Windows||HTML5,,,1||2||2||2||3||5||7,4.409||4.318||4.455||4.076||4.364||3.591||3.318,,4.409||4.318||4.455||4.076||4.364||3.591||3.318,Photosynthesis||34 MB||||Windows<>Photosynthesis - MAC.zip||55 MB||||,,Released,https://itch.io/jam/cfn-gamejam/rate/178485,3D||Action-Adventure||Atmospheric||Farming||Life Simulation||Low-poly||Open World||Relaxing||Third Person,https://red-kay.itch.io/photosynthesis,CFN Game Jam,https://www.itch.io/jam/cfn-gamejam,2,1,4
,,,Looks||Creativity||Overall||Fun||Sound||Orginality||Theme relevance,1488.0,ILLUMINE GAMES,https://illuminegames.itch.io,Shooter,,,,,,FLOWER DEFENSE,12.0,3.0,Windows,,,1||3||3||3||4||5||9,4.667||3.917||3.819||3.750||3.667||3.667||3.250,,4.667||3.917||3.819||3.750||3.667||3.667||3.250,FlowerDefence_64.zip||116 MB||||Windows,,Prototype,https://itch.io/jam/cfn-gamejam/rate/178548,First-Person||FPS||Tower Defense,https://illuminegames.itch.io/flower-defense,CFN Game Jam,https://www.itch.io/jam/cfn-gamejam,3,1,1
,,A few seconds,Sound||Fun||Looks||Overall||Orginality||Creativity||Theme relevance,704.0,Nemix||vladirien,https://nemixm.itch.io||https://vladirien.itch.io,Platformer,Keyboard||Mouse,English,,,,Hyperspace Ninja Kousoku,11.0,4.0,Windows,,,2||2||7||9||14||14||16,4.091||3.818||3.727||3.167||2.727||2.818||1.818,,4.091||3.818||3.727||3.167||2.727||2.818||1.818,Hyperspace Ninja Kousoku.zip||26 MB||||Windows,,Prototype,https://itch.io/jam/cfn-gamejam/rate/178437,,https://nemixm.itch.io/hnk,CFN Game Jam,https://www.itch.io/jam/cfn-gamejam,9,0,2
,,,Theme relevance||Creativity||Looks||Overall||Fun||Sound||Orginality,50.0,Machdor,https://machdor.itch.io,Platformer,,,,,,BabyGrey Grows Up,10.0,4.0,Windows||macOS,,,3||11||13||13||13||14||15,4.400||3.200||2.500||2.800||2.100||2.100||2.500,,4.400||3.200||2.500||2.800||2.100||2.100||2.500,BabyGrey_Data.zip||21 MB||||Windows||macOS,,Released,https://itch.io/jam/cfn-gamejam/rate/178152,2D||alien||Asteroids||madewithunity||robot||Space||ufo,https://machdor.itch.io/babygrey-grows-up,CFN Game Jam,https://www.itch.io/jam/cfn-gamejam,13,0,1
,,,Orginality||Creativity||Sound||Overall||Fun||Theme relevance||Looks,125.0,PandaVoxel,https://pandavoxel.itch.io,Action,,,,,,V4ND4L1SM,11.0,1.0,Windows,,,11||13||13||14||15||15||17,3.091||2.909||2.182||2.348||1.727||2.455||1.727,,3.091||2.909||2.182||2.348||1.727||2.455||1.727,V4ND4L1SM.exe||6 MB||||Windows,,Released,https://itch.io/jam/cfn-gamejam/rate/178149,chiptune||graffiti||Pixel Art||school,https://pandavoxel.itch.io/v4nd4l1sm,CFN Game Jam,https://www.itch.io/jam/cfn-gamejam,14,0,1
,,A few minutes,Aesthetics||Overall||Synergy||Polish||Relevance,649.0,Tim Soret,https://timsoret.itch.io,Adventure||Platformer,Keyboard,English,18 February 2019 @ 01:45,,,The Last Night,20.0,1.0,Flash,,12 March 2014 @ 07:21,1||1||4||4||31,4.750||4.013||3.700||4.150||3.450,,4.750||4.013||3.700||4.150||3.450,,,Prototype,https://itch.io/jam/cyberpunk-jam/rate/4107,2D||Action-Adventure||another-world||blade-runner||cinematic||Cyberpunk||flashback||infiltration||Pixel Art,https://timsoret.itch.io/the-last-night,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,1,1,1
,,,Overall||Polish||Synergy||Aesthetics||Relevance,250.0,qwerty,https://qwerty.itch.io,Action,,,08 July 2016 @ 05:48,,,The Tallest Building,40.0,1.0,HTML5,,09 March 2014 @ 16:37,3||3||4||7||52,3.869||4.250||3.700||4.275||3.250,,3.869||4.250||3.700||4.275||3.250,,,,https://itch.io/jam/cyberpunk-jam/rate/3976,building||cyber||Cyberpunk||neuro||tall,https://qwerty.itch.io/the-tallest-building,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,3,1,1
,,,Relevance||Overall||Synergy||Aesthetics||Polish,3782.0,Oddly Shaped Pixels,https://oddly-shaped-pixels.itch.io,Puzzle||Platformer,,,08 July 2016 @ 05:48,,,A Logical Dive,32.0,5.0,Unity,,12 March 2014 @ 04:27,1||4||13||15||32,4.219||3.828||3.594||4.125||3.375,,4.219||3.828||3.594||4.125||3.375,,,,https://itch.io/jam/cyberpunk-jam/rate/3985,cyperbunk||dive||Game Jam||logical,https://oddly-shaped-pixels.itch.io/a-logical-dive,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,4,1,1
,,,Overall||Synergy||Aesthetics||Polish||Relevance,1177.0,Purple Pwny Studios,https://lux_pp.itch.io,Platformer,,,08 July 2016 @ 05:48,,,Dayglow Empire,33.0,4.0,Windows,,12 March 2014 @ 04:33,5||8||9||11||16,3.818||3.636||4.242||3.697||3.697,,3.818||3.636||4.242||3.697||3.697,dayglow_empire-jam_3.exe||29 MB||14 March 2014 @ 01:22||Windows,,,https://itch.io/jam/cyberpunk-jam/rate/4238,80s||8-Bit||Cyberpunk||Retro||Runner,https://lux_pp.itch.io/dayglow-empire,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,5,1,1
,,,Overall||Polish||Relevance||Aesthetics||Synergy,474.0,NostraDamon,https://nostradamon.itch.io,Action,,,18 January 2017 @ 18:40,,,The Guardeners,18.0,1.0,Unity,,10 March 2014 @ 12:34,6||7||12||19||25,3.764||3.889||3.778||4.000||3.389,,3.764||3.889||3.778||4.000||3.389,,,,https://itch.io/jam/cyberpunk-jam/rate/4065,ball||binary||blue||cyberpunkjam||Endless||fall||height||Runner,https://nostradamon.itch.io/the-guardeners,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,6,1,1
,,,Aesthetics||Overall||Polish||Synergy||Relevance,428.0,Jeremy Kuhn,https://jeremykuhn.itch.io,Platformer,,,08 July 2016 @ 05:48,,,SkipTrace,22.0,1.0,Unity,,12 March 2014 @ 01:16,3||8||14||20||39,4.455||3.727||3.636||3.455||3.364,,4.455||3.727||3.636||3.455||3.364,,,,https://itch.io/jam/cyberpunk-jam/rate/4206,Cyberpunk||Runner||skiptrace,https://jeremykuhn.itch.io/skiptrace,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,8,1,1
,,,Polish||Synergy||Overall||Aesthetics||Relevance,349.0,rogueNoodle,https://roguenoodle.itch.io,Action,,,28 January 2017 @ 14:55,,Unity,9.9,30.0,1.0,HTML5,,09 March 2014 @ 20:29,2||4||9||11||116,4.267||3.700||3.683||4.167||2.600,,4.267||3.700||3.683||4.167||2.600,,,Released,https://itch.io/jam/cyberpunk-jam/rate/3997,Arcade||rage||Retro||twitch||vector,https://roguenoodle.itch.io/9point9,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,9,1,1
,,,Aesthetics||Polish||Overall||Synergy||Relevance,392.0,Bartek Lisok,https://k3rmit.itch.io,Racing,,,08 July 2016 @ 05:48,,,Hot Delivery,32.0,1.0,Unity,,09 March 2014 @ 19:34,6||12||13||16||82,4.281||3.656||3.602||3.531||2.938,,4.281||3.656||3.602||3.531||2.938,,,,https://itch.io/jam/cyberpunk-jam/rate/3988,car||Cyberpunk||cyberpunkjam||Neon||race,https://k3rmit.itch.io/hot-delivery,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,13,1,1
,,,Polish||Synergy||Overall||Aesthetics||Relevance,206.0,pixelartm,https://pixelartm.itch.io,Puzzle,,,08 July 2016 @ 05:48,,PuzzleScript,Night City Jump,27.0,1.0,HTML5,,11 March 2014 @ 01:10,10||15||15||41||59,3.815||3.556||3.565||3.704||3.185,,3.815||3.556||3.565||3.704||3.185,,,,https://itch.io/jam/cyberpunk-jam/rate/4122,jump||Pixel Art,https://pixelartm.itch.io/night-city-jump,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,15,1,1
,,,Overall||Polish||Relevance||Synergy||Aesthetics,625.0,BigRoyNL,https://bigroynl.itch.io,Action,,,08 July 2016 @ 05:48,,,Don't Stop This Drop,34.0,1.0,Unity,,11 March 2014 @ 04:08,18||19||22||23||45,3.544||3.559||3.559||3.412||3.647,,3.544||3.559||3.559||3.412||3.647,,,,https://itch.io/jam/cyberpunk-jam/rate/4139,Cyberpunk||guitar-hero||infinirunner,https://bigroynl.itch.io/dont-stop-this-drop,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,18,1,1
,,,Aesthetics||Overall||Polish||Synergy||Relevance,327.0,Teddy Bradford,https://teddybradford.itch.io,Platformer,,,11 December 2018 @ 01:52,,,Cyber Rise,32.0,1.0,Unity,,12 March 2014 @ 07:56,17||20||23||29||52,4.094||3.539||3.469||3.344||3.250,,4.094||3.539||3.469||3.344||3.250,,,Released,https://itch.io/jam/cyberpunk-jam/rate/4290,Endless||infinite||Isometric||marble||Runner,https://teddybradford.itch.io/cyber-rise,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,20,1,1
,,,Polish||Overall||Relevance||Aesthetics||Synergy,1196.0,MistaLemur,https://mistalemur.itch.io,Platformer||Action||Shooter,,,28 February 2019 @ 06:55,,,Renegade,20.0,4.0,Windows,,12 March 2014 @ 07:41,20||24||31||35||40,3.500||3.500||3.450||3.800||3.250,,3.500||3.500||3.450||3.800||3.250,renegade.exe||16 MB||13 March 2014 @ 07:06||Windows<>RenegadeBYOND.zip||13 MB||13 March 2014 @ 18:47||,,,https://itch.io/jam/cyberpunk-jam/rate/4285,Cyberpunk||Sci-fi,https://mistalemur.itch.io/renegade,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,24,1,1
,,,Aesthetics||Polish||Overall||Relevance||Synergy,355.0,Anton Hultdin,https://antonhultdin.itch.io,,,,08 July 2016 @ 05:48,,,Out of Energy,11.0,1.0,Windows,,11 March 2014 @ 00:08,3||14||24||73||81,4.455||3.636||3.500||3.000||2.909,,4.455||3.636||3.500||3.000||2.909,Out of Energy.exe||14 MB||11 March 2014 @ 19:15||Windows,,,https://itch.io/jam/cyberpunk-jam/rate/4117,android||anton||battery||Cyberpunk||energy||hultdin||out||robot,https://antonhultdin.itch.io/out-of-energy,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,24,1,1
,,,Polish||Synergy||Aesthetics||Overall||Relevance,195.0,rezoner,https://rezoner.itch.io,Puzzle,,,10 March 2016 @ 18:04,,,Limbs repair station,23.0,1.0,HTML5,,11 March 2014 @ 18:15,6||14||26||28||136,4.043||3.565||3.913||3.489||2.435,,4.043||3.565||3.913||3.489||2.435,,,,https://itch.io/jam/cyberpunk-jam/rate/4178,limbs||papersplease||screws||tools,https://rezoner.itch.io/limbs-repair-station,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,28,1,1
,,,Polish||Overall||Aesthetics||Relevance||Synergy,150.0,spotco,https://spotco.itch.io,Action,,,08 July 2016 @ 05:48,,,Window Cleaner - A Tale of Two Gangs,16.0,3.0,Flash,,10 March 2014 @ 20:03,18||29||30||44||53,3.563||3.469||3.875||3.313||3.125,,3.563||3.469||3.875||3.313||3.125,,https://github.com/DonovanWu,,https://itch.io/jam/cyberpunk-jam/rate/4101,cleaner||Cyberpunk||love||window,https://spotco.itch.io/window-cleaner,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,29,1,1
,,,Relevance||Polish||Overall||Synergy||Aesthetics,217.0,eigenbom,https://eigenbom.itch.io,Action,,,08 July 2016 @ 05:48,,,CRASH,23.0,1.0,Unity,,09 March 2014 @ 04:57,18||26||30||44||58,3.652||3.435||3.446||3.217||3.478,,3.652||3.435||3.446||3.217||3.478,,,Prototype,https://itch.io/jam/cyberpunk-jam/rate/3867,Cyberpunk||Hacking||typing,https://eigenbom.itch.io/crash,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,30,1,1
,,,Aesthetics||Overall||Synergy||Polish||Relevance,127.0,rodryxark,https://rodryxark.itch.io,,,,08 July 2016 @ 05:48,,Construct,Future Pursuit,18.0,1.0,HTML5,,10 March 2014 @ 22:56,29||31||36||42||43,3.889||3.444||3.278||3.278||3.333,,3.889||3.444||3.278||3.278||3.333,,,,https://itch.io/jam/cyberpunk-jam/rate/4114,autorunner||Cyberpunk||pursuit||Runner,https://rodryxark.itch.io/future-pursuit,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,31,1,1
,,,Aesthetics||Overall||Synergy||Relevance||Polish,35.0,by Sam Eng,https://bysameng.itch.io,,,,19 May 2019 @ 02:58,,,SyberPlunk,11.0,1.0,Unity,,12 March 2014 @ 05:53,33||33||38||39||43,3.818||3.432||3.273||3.364||3.273,,3.818||3.432||3.273||3.364||3.273,,,Released,https://itch.io/jam/cyberpunk-jam/rate/3934,Cyberpunk||Experimental||FPS,https://bysameng.itch.io/syberplunk,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,33,1,1
,,,Relevance||Aesthetics||Overall||Synergy||Polish,2845.0,Ansh,https://lightnarcissus.itch.io,Shooter||Platformer,,,08 July 2016 @ 05:48,,,Bullet Soul Hacker,16.0,6.0,Windows,Name your own price,12 March 2014 @ 08:25,5||34||34||71||91,4.063||3.813||3.422||3.000||2.813,,4.063||3.813||3.422||3.000||2.813,BulletSoulHacker_Data.zip||57 MB||||Windows,,On hold,https://itch.io/jam/cyberpunk-jam/rate/4303,cyberpunkjam||hacker||intense||Retro,https://lightnarcissus.itch.io/bullet-soul-hacker,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,34,1,1
,,,Relevance||Overall||Synergy||Polish||Aesthetics,83.0,spectragate,https://spectragate.itch.io,Action,,,03 December 2016 @ 22:06,,Construct,Sky Hackers,18.0,1.0,HTML5,,09 March 2014 @ 22:00,7||36||36||47||101,4.056||3.403||3.278||3.222||3.056,,4.056||3.403||3.278||3.222||3.056,,,,https://itch.io/jam/cyberpunk-jam/rate/4012,Cyberpunk||cyberpunkjam||Hacking||Neon,https://spectragate.itch.io/sky-hackers,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,36,1,1
,,,Aesthetics||Relevance||Overall||Synergy||Polish,2572.0,Anshul Goyal,https://anshul_goyal.itch.io,Action,,,08 July 2016 @ 05:48,,,Cyber Terminal,20.0,1.0,Unity,,07 March 2014 @ 05:13,118||124||140||149||152,2.800||2.500||2.450||2.250||2.250,,2.800||2.500||2.450||2.250||2.250,,,On hold,https://itch.io/jam/cyberpunk-jam/rate/3865,cyber||Cyberpunk||Hacking||Multiplayer||online,https://anshul_goyal.itch.io/cyber-terminal,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,140,0,1
,,,Relevance||Overall||Polish||Aesthetics||Synergy,735.0,Hanamigi,https://hanamigi.itch.io,Action,,,08 July 2016 @ 05:48,,Construct,DROP_CHASE,11.0,1.0,HTML5,,11 March 2014 @ 02:05,60||141||147||164||172,3.182||2.432||2.273||2.273||2.000,,3.182||2.432||2.273||2.273||2.000,,,,https://itch.io/jam/cyberpunk-jam/rate/4125,Arcade||Construct 2||Cyberpunk||Dark||Gore||html||jam||masks,https://hanamigi.itch.io/drop_chase,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,141,0,1
,,,Synergy||Aesthetics||Overall||Polish||Relevance,471.0,didigameboy,https://didigameboy.itch.io,Platformer,,,,,,Replicant Raver,12.0,1.0,HTML5,,14 December 2017 @ 17:45,124||141||144||152||155,2.500||2.583||2.396||2.250||2.250,,2.500||2.583||2.396||2.250||2.250,,,Released,https://itch.io/jam/cyberpunk-jam/rate/4294,html5||javascript||shooting||Zombies,https://didigameboy.itch.io/replicant-raver,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,144,0,1
,,,Relevance||Overall||Aesthetics||Synergy||Polish,200.0,Affinity Hide,https://affinityhide.itch.io,,,,23 January 2017 @ 15:38,,,Stamina Rose,11.0,1.0,HTML5,,12 March 2014 @ 05:55,19||147||151||172||224,3.636||2.386||2.455||2.000||1.455,,3.636||2.386||2.455||2.000||1.455,,,Released,https://itch.io/jam/cyberpunk-jam/rate/3598,,https://affinityhide.itch.io/staminarose,Cyberpunk Jam,https://www.itch.io/jam/cyberpunk-jam,147,0,1
