jam_criteria,jam_end_date,jam_host,jam_name_x,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url,jam_english,jam_duration,jam_desc_len,jam_name_y,jam_no_illustrations,jam_no_videos,num_hosts,num_criteria
Overall||Overall Game||Theme||Gameplay||Sound||Aesthetics,2018-05-11 17:00:00,Virtus Learning Hub||itsrainingben,Virtus Community Game Jam,126,333,15,2018-04-20 17:00:00,https://www.itch.io/jam/virtusjam,y,504.0,3906,Virtus Community Game Jam,0,1,2,6
Overall,2018-06-15 07:00:00,MrScottyPieey,Old Software Jam,8,0,6,2018-05-25 07:00:00,https://www.itch.io/jam/old-software-jam,y,504.0,92,Old Software Jam,0,1,1,1
Mechanics||Design,2019-08-28 04:00:00,Secret Hearth,Dialogue!,8,0,2,2019-08-07 04:00:00,https://www.itch.io/jam/dialoguejam,y,504.0,657,Dialogue!,0,0,1,2
Theme (One Scene and Static camera)||Gameplay||Graphics||Sound,2017-11-19 21:00:00,CGCFSS||George Linkovsky,Ushanka GodotJam,15,13,4,2017-10-29 21:00:00,https://www.itch.io/jam/ushanka-gdjam,y,504.0,2230,Ushanka GodotJam,0,0,2,4
Spirit of Takeshi's Challenge||Interesting World||Difficulty,2018-12-22 15:00:00,Boykala,Takeshi's Challenge Jam,4,0,1,2018-12-01 15:00:00,https://www.itch.io/jam/takeshis-challenge-jam,y,504.0,866,Takeshi's Challenge Jam,0,1,1,3
Originality||Technicality,2018-03-04 21:00:00,Argyron,AR  Mobile Game Jam #1,16,0,3,2018-02-11 21:00:00,https://www.itch.io/jam/ar,y,504.0,1651,AR  Mobile Game Jam #1,0,0,1,2
Overall||Graphics - How well are the graphics implemented into the game?||Story/Purpose - Does it stand out as a completely different game?||Originality - Is the game original or a complete knockoff?,2015-11-22 05:00:00,ben@devnull,2D Physics Game Jam - November 2015,1,3,1,2015-11-01 04:00:00,https://www.itch.io/jam/2dphysics-november,y,505.0,689,2D Physics Game Jam - November 2015,0,0,1,4
Concept (The game matched the theme/genre)||Playability||Graphics||Replayability||Creativity,2018-12-01 17:00:00,Socket Studios,Space Jam,24,7,5,2018-11-10 16:00:00,https://www.itch.io/jam/ts-space-jam,y,505.0,612,Space Jam,0,0,1,5
Innovation (what new way was the party building mechanic used)||Creativity (how the party building mechanic is handled)||Fun (will this mechanic make players want to keep playing)||Graphics (how the game looks and sounds like)||Storyline (what the tale you're telling with the game is),2019-07-13 03:30:00,Al Cheddah,The Collect-A-Friend Game Jam!,81,63,12,2019-06-22 00:30:00,https://www.itch.io/jam/the-collect-a-friend-game-jam,y,507.0,2181,The Collect-A-Friend Game Jam!,1,0,1,5
Note Générale||Respect du thème,2018-05-28 22:00:00,David Mekersa - Gamecodeur.FR,Gamecodeur Game Jam #15,63,394,28,2018-05-07 17:00:00,https://www.itch.io/jam/gamecodeur-gamejam-15,n,509.0,2979,Gamecodeur Game Jam #15,0,0,1,2
Overall||Note générale||Respect du thème,2019-03-04 23:00:00,David Mekersa - Gamecodeur.FR,Gamecodeur Game Jam #19,88,970,46,2019-02-10 23:00:00,https://www.itch.io/jam/gamecodeur-gamejam-19,n,528.0,2572,Gamecodeur Game Jam #19,0,1,1,3
Overall||Loyalty to the Rules of the Jam||Retroness||Fun||Playability||Originality,2019-01-26 00:00:00,andrelisboa1,Really Retro Jam #2,10,8,5,2019-01-04 00:00:00,https://www.itch.io/jam/really-retro-jam-2,y,528.0,809,Really Retro Jam #2,0,0,1,6
Overall score (combination of all the above!)||Spooky level (How spooky was it or how good were the spooks)||Length (How appropriately short it was)||Aesthetics (How nice it was to look at)||Enjoyability (How fun/captivating it was to play)||Innovation (How new and inventive it was),2017-10-31 21:59:59,Teascade,Bloody Jam,20,8,7,2017-10-09 21:00:00,https://www.itch.io/jam/bloody-jam,y,528.9997222222222,1838,Bloody Jam,0,0,1,6
Overall||Christmas||Graphics||Pine Trees||Fun||Snow,2016-12-23 07:00:00,ReZult Studios,Christmas Fun Jam,14,1,6,2016-12-01 04:12:06,https://www.itch.io/jam/christmas-fun-jam,y,530.7983333333333,1430,Christmas Fun Jam,0,0,1,6
"Overall||Innovacion - ¿Es un juego innovador?||Diversion - ¿Es divertido? ¿Las horas pasan sin darme cuenta?||Tema - ¿Se relaciona con conservación del agua?||Gráficas - ¿Son bonitas, interesantes, relacionadas al tema?||Audio - ¿Tiene efectos por cada acción? ¿La música ayuda a la immersión?||Humor - ¿Es gracioso?||Mood - Narrativa, emoción y ambiente que experimenta mientras juega..||Overall - Opinión general del juego, en cada aspecto importante para ti.",2015-11-06 17:00:00,Marco Marmolejos,Hackathon Hub GameJam,5,0,3,2015-10-15 13:00:00,https://www.itch.io/jam/hackathon-hub-gamejam,n,532.0,421,Hackathon Hub GameJam,0,0,1,9
Overall||Creativity||Story||Puzzles||Graphics||Enjoyment,2019-09-22 22:59:59,Adventuron,Adventuron CaveJam,44,103,11,2019-08-31 11:00:00,https://www.itch.io/jam/cavejam,y,539.9997222222222,16390,Adventuron CaveJam,3,1,1,6
Overall||Art||Writing||Creativity||Breakfast-ness,2017-05-01 06:00:00,Adam Le Doux,The Bitsy Breakfast Jam,17,4,5,2017-04-08 16:54:09,https://www.itch.io/jam/the-bitsy-breakfast-jam,y,541.0975,926,The Bitsy Breakfast Jam,0,0,1,5
Overall||Note générale||Respect du thème,2018-11-20 23:59:00,David Mekersa - Gamecodeur.FR,Gamecodeur Game Jam #18,87,734,49,2018-10-29 00:00:00,https://www.itch.io/jam/gamecodeur-gamejam-18,n,551.9833333333333,2777,Gamecodeur Game Jam #18,1,0,1,3
Gameplay||Graphics||Sound||Creativity||Overall Fun||Judge Rating,2018-05-31 14:48:38,TheUnproPro||LittleGameDev||Koni,RPG Maker UnproJam #1 - Detective!,14,0,3,2018-05-08 14:48:44,https://www.itch.io/jam/rpg-maker-unprojam-1,y,551.9983333333333,1943,RPG Maker UnproJam #1 - Detective!,1,0,3,6
Overall,2016-01-24 07:59:59,LoneWolfandProgrammer,Game Maker Jam: 2016,6,16,5,2016-01-01 08:00:00,https://www.itch.io/jam/game-maker-jam-2016,y,551.9997222222222,205,Game Maker Jam: 2016,0,0,1,1
Overall||Mejor experiencia de horror||Mejor audio||Gráficos inquietantes||Mejor historia||Innovación narrativa,2019-10-13 05:00:00,CCDJuegos,Mermelada de leyendas 2,18,0,2,2019-09-20 05:00:00,https://www.itch.io/jam/mermelada-de-leyendas-2,n,552.0,682,Mermelada de leyendas 2,0,0,1,6
Overall||Gameplay||Story and story telling technique||Music and audio effect||Graphics and visual effect||Innovation and technology application,2019-09-15 16:00:00,clockworkpi,BOOOM! The 3rd GameShell Game Jam (2019Q3),43,72,22,2019-08-23 16:00:00,https://www.itch.io/jam/gameshell-19q3,y,552.0,2230,BOOOM! The 3rd GameShell Game Jam (2019Q3),0,0,1,6
Overall||Gameplay||Graphics||Music||Theme,2017-06-24 02:00:00,Matthewpalaje,Mirror Game Jam,338,508,48,2017-06-01 02:00:00,https://www.itch.io/jam/mirrorgamejam,y,552.0,885,Mirror Game Jam,0,4,1,5
Overall||Storyline||Creativity||Enjoyability,2018-10-25 17:00:00,MinisterJay,RTP Only Game Jam (RPG Maker) *PRIZES*,13,9,1,2018-10-02 16:00:00,https://www.itch.io/jam/rtp-only-game-jam-rpg-maker,y,553.0,1993,RTP Only Game Jam (RPG Maker) *PRIZES*,6,0,1,4
Overall||Britishness||Humour||Gameplay||Fun,2016-08-24 11:00:00,A Little Red Panda,Great British Summer Jam,20,7,3,2016-08-01 09:00:00,https://www.itch.io/jam/great-british-summer-jam,y,554.0,736,Great British Summer Jam,0,0,1,5
Jam||Overall Winner||Best Sound||Best Graphics||Cookies and Milk!!!!||Cookies!!!!||Milk!!!||TheCrafters001's Choice,2018-12-24 17:00:00,TheCrafters001,Jinglefest!,11,4,3,2018-12-01 05:00:00,https://www.itch.io/jam/jinglefest,y,564.0,364,Jinglefest!,0,0,1,8
Overall,2015-08-16 11:00:00,"PIGsty: Play, Interactivity & Games Lab",#KiwiJam15,7,0,7,2015-07-23 19:00:00,https://www.itch.io/jam/kiwijam15,y,568.0,604,#KiwiJam15,0,0,1,1
Uses background maker||Creativity||Playability||Fun||Talent,2018-03-30 14:00:00,Nighteye424,Background Maker Jam!,3,0,1,2018-03-06 19:00:00,https://www.itch.io/jam/background-maker-jam,y,571.0,388,Background Maker Jam!,0,0,1,5
"Overall||Main theme (""Procedural"")||Graphics and sound (add a bonus if ""Only two colors"")||Gameplay",2016-06-27 23:59:00,Akien,Godot Community Game Jam - June 2016,71,239,17,2016-06-04 00:00:00,https://www.itch.io/jam/godotjam062016,y,575.9833333333333,1664,Godot Community Game Jam - June 2016,0,0,1,4
Fun||This Game Will Have A Good Future||Personal (you cant describe but still you want to vote for it),2019-08-30 17:00:00,Coconut Mousse,Only Card Game Allowed,27,0,2,2019-08-06 17:00:00,https://www.itch.io/jam/only-card-game,y,576.0,2207,Only Card Game Allowed,0,0,1,3
Spoopiness||Gameplay Value||Graphics,2018-11-01 06:59:59,iTheRedi,Spooky Jam 2018,10,1,3,2018-10-07 18:50:30,https://www.itch.io/jam/spookyjam2k18,y,588.1580555555555,152,Spooky Jam 2018,1,0,1,3
Does it adhere to the theme?||Story||Art||Fun-factor||Overall Epic-ness,2019-08-02 06:59:59,TrentAdamsVP,Proud to be - Game Jam 2019,4,0,1,2019-07-08 13:00:00,https://www.itch.io/jam/proud-to-be-game-jam-2019,y,593.9997222222222,517,Proud to be - Game Jam 2019,1,0,1,5
Overall||Pixel Art||Funny||Galaxy,2016-04-17 21:59:59,sni,Summer in Galaxy - GameJam,2,15,7,2016-03-23 23:00:00,https://www.itch.io/jam/summer-in-galaxy---gamejam,y,598.9997222222222,115,Summer in Galaxy - GameJam,0,0,1,4
Gameplay||theme,2018-12-25 23:59:59,salt,Chrismas Jam,28,24,9,2018-12-01 00:00:00,https://www.itch.io/jam/chrismas-jam,y,599.9997222222222,1425,Chrismas Jam,3,0,1,2
Game of Jam||Community Favorite||Best Use of Theme||Comedy Award for Funny||Most Good Looking||Most Polished||Best Audio||Best Solo Entry,2019-07-30 05:00:00,Jon Terp,[60 Seconds] Awful Summer Jam 2019,41,104,17,2019-07-05 05:00:00,https://www.itch.io/jam/awful-summer-2019,y,600.0,2181,[60 Seconds] Awful Summer Jam 2019,0,0,1,8
Overall||Gameplay||Theme||Innovation||Aesthetics||Sound||Overall,2017-08-26 02:00:00,Matthewpalaje,Let's Create Game Jam #1,611,1262,71,2017-08-01 02:00:00,https://www.itch.io/jam/lets-create-game-jam-1,y,600.0,2716,Let's Create Game Jam #1,0,3,1,7
Enjoyment||Creativity||Instructions,2018-08-31 11:00:00,MinisterJay,Heroic Monsters Game Jam (2D) [Prizes],15,15,4,2018-08-06 11:00:00,https://www.itch.io/jam/heroic-monsters-game-jam,y,600.0,1146,Heroic Monsters Game Jam (2D) [Prizes],6,0,1,3
Delivered Message||Fun While Playing||Character Arc/Development,2019-06-27 21:00:00,Bloods the Creator,FurJam,2,0,1,2019-06-02 21:00:00,https://www.itch.io/jam/furjam,y,600.0,670,FurJam,0,0,1,3
Overall||Creativity||Experience||Relevance to Theme,2019-04-26 04:00:00,Maroderkon,UJC #2- Youtube Judging of the Jam- Medicine Theme,7,0,2,2019-04-01 04:00:00,https://www.itch.io/jam/ujc-2-youtube-judging-,y,600.0,863,UJC #2- Youtube Judging of the Jam- Medicine Theme,0,0,1,4
Overall||Theme||Story||Music||Sound||Graphics,2016-08-03 04:00:00,ClayBrickEntertainment,Cyberpunk Jam 2.0,92,19,9,2016-07-08 17:00:00,https://www.itch.io/jam/cyberpunkjam2,y,611.0,2891,Cyberpunk Jam 2.0,0,0,1,6
Overall||Creativity||Relevance to Theme||Aesthetics||Game Design||Game Feel,2019-01-31 05:00:00,Maroderkon,$100 Prize! Ultimate Jamming Championship #1!,18,0,3,2019-01-05 05:00:00,https://www.itch.io/jam/100-prize-ultimate-jamming-championship-1,y,624.0,1191,$100 Prize! Ultimate Jamming Championship #1!,0,0,1,6
Game of Jam||Most Fun||Best Narrative||Best Audio||Best 2D Art||Best 3D Art||Community Choice,2018-08-01 05:00:00,Jon Terp,"""Unnecessary Sequels"" - Awful Summer Jam 2018",221,866,60,2018-07-06 05:00:00,https://www.itch.io/jam/awful-summer-jam-2018,y,624.0,2476,"""Unnecessary Sequels"" - Awful Summer Jam 2018",1,0,1,7
Overall||Visual||Audio||Controls||Theme||Fun,2017-10-11 16:00:00,StudioNameHere,Pizza Jam | Gamedev Café ☕,8,0,6,2017-09-15 04:00:00,https://www.itch.io/jam/pizza-jam,y,636.0,1644,Pizza Jam | Gamedev Café ☕,0,0,1,6
Like It!||Game Play||Graphics||Music,2019-08-11 03:59:59,. Luis : :||sniffle6||TonThomp||Itchioben||SulaimanWar||Votrubec||nunu4692,RebootApalooza,27,18,7,2019-07-15 04:00:00,https://www.itch.io/jam/rebootapalooza,y,647.9997222222222,2802,RebootApalooza,2,1,7,4
Overall,2019-07-27 21:00:00,Bloods the Creator,GoreJam - Month 1,6,0,1,2019-06-30 21:00:00,https://www.itch.io/jam/gorejam-month-1,y,648.0,820,GoreJam - Month 1,0,0,1,1
Overall||Story/Narrative||Music/Sound||Graphics/Artwork||Playability/Gameplay,2019-07-27 23:00:00,chasersgaming,Unofficial OGA 'Summer' Game Jam #3 2019,37,85,10,2019-06-30 23:00:00,https://www.itch.io/jam/oga-summer-game-jam-3-2019,y,648.0,6265,Unofficial OGA 'Summer' Game Jam #3 2019,0,0,1,5
Overall||Fun||Usability,2017-12-02 06:00:00,egordorichev,FC dev jam,67,19,9,2017-11-05 05:00:00,https://www.itch.io/jam/fc-dev-jam,y,649.0,2406,FC dev jam,1,0,1,3
Overall||Art / Graphics||Gameplay||Fun||Innovation||Humor||Audio||Theme||Overall,2017-06-15 19:45:00,Concordia Game Development,Concordia Makes Games,10,0,7,2017-05-19 18:11:02,https://www.itch.io/jam/concordia-makes-games,y,649.5661111111111,197,Concordia Makes Games,0,0,1,9
Creativity of Concept||3 Levels implemented with meaningful progression in story line across the levels||Reasonable pacing of complexity as the game progresses||Accurate Camera Movement||Comprehensive handling of different user input||General Scene Design and Cut Scenes||Realistic physic implementation||Creativity and Original of background music and effect||Accurate capturing of particle emitters||Uniform and reasonable awarding of points,2018-11-11 21:00:00,Stratizen,BBIT 4 Special Topics Game Programming (Game Jam 2018),39,209,16,2018-10-15 04:00:00,https://www.itch.io/jam/bbit-gameprog,y,665.0,529,BBIT 4 Special Topics Game Programming (Game Jam 2018),0,0,1,10
Grandeza terrorífica,2017-10-31 06:59:59,rubereaglenest||joshg,ECTOCOMP: Le Grand Guignol (Español),4,13,3,2017-10-03 10:14:54,https://www.itch.io/jam/ectocomp17lgg-sp,n,668.7513888888889,3754,ECTOCOMP: Le Grand Guignol (Español),0,0,2,1
Overall,2017-03-07 04:00:00,Juegos indies,Un Juego al mes - Bestiario y super héroes retirados,9,0,4,2017-02-07 05:00:00,https://www.itch.io/jam/reto-indie-febrero,y,671.0,792,Un Juego al mes - Bestiario y super héroes retirados,0,0,1,1
Sorprendentemente espantoso,2017-10-31 06:59:59,rubereaglenest||joshg,ECTOCOMP: La Petite Mort (Español),11,32,5,2017-10-03 07:36:00,https://www.itch.io/jam/ectocomp17lpm-sp,n,671.3997222222222,4168,ECTOCOMP: La Petite Mort (Español),0,0,2,1
Overall||Game||Looks||Sounds||Narrative||Horny||Kink||Stealth||Harmony||Novelty,2018-03-01 07:59:59,eevee,Strawberry Jam 2,302,603,54,2018-02-01 08:00:00,https://www.itch.io/jam/strawberry-jam-2,y,671.9997222222222,7290,Strawberry Jam 2,1,0,1,10
Overall||Mejor Game Play||Mejor Idea Original||Mejor uso de Diversificadores||Mejor Arte||Mejor Música||Mejores Efectos de Sonido||Mejor Historia/Narrativa,2019-07-06 04:59:59,CCDJuegos,Medio Ambiente-Conservación de especies,20,1,4,2019-06-08 05:00:00,https://www.itch.io/jam/conservaciondeespecies,n,671.9997222222222,1531,Medio Ambiente-Conservación de especies,0,0,1,8
Overall||Presentation||Execution||Fun,2017-02-28 12:59:59,"TheDanaAddams||Tina ""sheepytina"" Hill",Nazi SLAM! Jam,24,2,3,2017-01-31 13:00:00,https://www.itch.io/jam/nazislam,y,671.9997222222222,659,Nazi SLAM! Jam,0,0,2,4
Overall||Theme||Gameplay||Originality||Fun Factor,2018-01-29 04:59:59,JamesGMarks,PolyJam,36,1,1,2018-01-01 05:00:00,https://www.itch.io/jam/polyjam,y,671.9997222222222,4507,PolyJam,1,0,1,5
Overall||Game||Looks||Sounds||Horny||Kink||Stealth||Harmony||Novelty,2017-03-01 07:59:59,eevee,Strawberry Jam,342,241,42,2017-02-01 08:00:00,https://www.itch.io/jam/strawberry-jam,y,671.9997222222222,4434,Strawberry Jam,0,0,1,9
Fun||Visuals||Audio||Use of Theme,2018-03-01 08:00:00,romsteady,Shacknews Slow Jam,29,109,8,2018-02-01 08:00:00,https://www.itch.io/jam/shacknews-slow-jam,y,672.0,1993,Shacknews Slow Jam,0,0,1,4
Gameplay||Theme||Creativity||Story||Code,2019-05-15 05:00:00,MUD Coders Guild,Enter the (Multi-User) Dungeon,27,27,4,2019-04-17 05:00:00,https://www.itch.io/jam/enterthemud2,y,672.0,3200,Enter the (Multi-User) Dungeon,0,0,1,5
Overall||Uniqueness||Overall,2017-03-09 22:00:00,ShokeR,TD Game Jam,17,0,2,2017-02-09 22:00:00,https://www.itch.io/jam/td-game-jam,y,672.0,652,TD Game Jam,0,0,1,3
Overall||Age of tools||Fun||Gameplay,2018-08-04 23:00:00,LBennett,Old Tool Jam,10,2,1,2018-07-07 23:00:00,https://www.itch.io/jam/outdated-tool-jam,y,672.0,451,Old Tool Jam,0,0,1,4
Vote for your favorite,2019-09-06 05:00:00,Highland Paranormal Society,Goon Jam,80,806,63,2019-08-09 05:00:00,https://www.itch.io/jam/goonjam,y,672.0,1425,Goon Jam,2,0,1,1
Best Overall Project||Most Fun||Halfpoint,2018-03-11 13:00:00,Bitgem 3D,Bitgem Game Jam #9,8,0,4,2018-02-11 13:00:00,https://www.itch.io/jam/bitgem-game-jam-9,y,672.0,891,Bitgem Game Jam #9,3,0,1,3
Overall,2019-06-23 23:00:00,John Retroreloader @ Return learn games,Justice JAM - Cops,2,0,2,2019-05-26 23:00:00,https://www.itch.io/jam/justice-jam-cops,y,672.0,118,Justice JAM - Cops,0,0,1,1
Overall||Playability||Music||Sounds||Story/Narrative||Artwork||Overall||Challenge Theme||Challenge Art,2017-07-28 23:00:00,chasersgaming,OpenGameArt Game Jam,106,82,15,2017-06-30 23:00:00,https://www.itch.io/jam/opengame-art-game-jam,y,672.0,2702,OpenGameArt Game Jam,0,0,1,9
Overall||Be honest||Don't rate other people down to make you look better||Rate on creativity and uniqueness,2017-03-07 15:10:00,Trikki,Twine Tuesday (Mystery),18,0,1,2017-02-07 15:10:00,https://www.itch.io/jam/twine-tuesday,y,672.0,627,Twine Tuesday (Mystery),0,0,1,4
Overall||Play||Aesthetic||Sound||Narrative||Horny||Kink||Stealth||Harmony||Novelty,2019-03-01 07:00:00,eevee,Strawberry Jam 3,121,387,37,2019-02-01 07:00:00,https://www.itch.io/jam/strawberry-jam-3,y,672.0,7320,Strawberry Jam 3,1,0,1,10
Is it non-violent as requested?||Is it an FPS as requested?||By how fun it is||By the quality of the game,2017-10-16 03:00:00,Gefy,Non-Violent FPS Jam!,13,10,5,2017-09-18 03:00:00,https://www.itch.io/jam/non-violent-fps-jam,y,672.0,531,Non-Violent FPS Jam!,0,0,1,4
Overall,2018-06-17 14:00:00,Bitgem 3D,Bitgem Game Jam #10,12,0,4,2018-05-20 14:00:00,https://www.itch.io/jam/bitgem-game-jam-10,y,672.0,1277,Bitgem Game Jam #10,2,0,1,1
Overall||Gameplay||Graphics||Sound||Fits Requirements,2017-05-15 07:00:00,Retrocade Media,Unlikely inspiration,23,14,7,2017-04-17 07:00:00,https://www.itch.io/jam/unlikely-inspiration,y,672.0,530,Unlikely inspiration,0,0,1,5
Overall||Gameplay||Graphics||Sound||Meets requirements,2017-03-06 20:00:00,Retrocade Media,192 Jam,6,1,1,2017-02-06 20:00:00,https://www.itch.io/jam/192-jam,y,672.0,292,192 Jam,0,0,1,5
Overall||Creativity||Storytelling||Game design||Polish||Overall impression,2017-08-20 12:00:00,SpectralStar,Post-Apocalyptic Jam 2017,72,88,9,2017-07-23 12:00:00,https://www.itch.io/jam/post-apocalyptic-jam-2017,y,672.0,1373,Post-Apocalyptic Jam 2017,0,0,1,6
Overall||Playability||Artistry||Conspiracy-y,2016-10-10 07:00:00,Alxuh (Alexa),Conspiracy Jam,11,18,6,2016-09-12 07:00:00,https://www.itch.io/jam/conspiracy-jam,y,672.0,141,Conspiracy Jam,0,0,1,4
Overall||Gameplay||Sound||Art||Controls||Fits Criteria,2017-04-10 07:00:00,Retrocade Media,Controller Jam - Retrocade Media,5,1,1,2017-03-13 07:00:00,https://www.itch.io/jam/controller-jam,y,672.0,1043,Controller Jam - Retrocade Media,0,0,1,6
Overall,2016-02-29 06:11:11,MattMacob,Life Jam,4,0,1,2016-02-01 05:00:00,https://www.itch.io/jam/life-jam,y,673.1863888888889,332,Life Jam,0,0,1,1
Соблюдение pixel art||Дизайн||Графика||Звук||Геймплей,2019-05-13 09:00:00,Humb1t,8-bit SITC Game Jam,13,6,2,2019-04-14 21:00:00,https://www.itch.io/jam/8-bit-sitc-game-jam,n,684.0,403,8-bit SITC Game Jam,0,0,1,5
Overall||Creativity||Gameplay||Innovation||Christmas-factor||Atmosphere||Assets||Overall,2016-12-29 23:00:00,Positive Zero,Christmas GameJam 2016,155,28,20,2016-12-01 09:00:00,https://www.itch.io/jam/xmas2016,y,686.0,1434,Christmas GameJam 2016,0,0,1,8
Overall||Avis général||Respect du thème,2017-03-08 09:00:00,David Mekersa - Gamecodeur.FR,Gamecodeur #5,33,177,18,2017-02-07 17:00:00,https://www.itch.io/jam/gamecodeur-5,n,688.0,1523,Gamecodeur #5,0,0,1,3
Overall||Creativity||Art Style,2015-11-11 00:00:00,scotty42,Peace Superheroes Jam,7,5,6,2015-10-13 07:00:00,https://www.itch.io/jam/peace-superheroes-jam,y,689.0,1497,Peace Superheroes Jam,0,0,1,3
Overall||Word Game-iness||Originality||Fun,2016-03-01 04:59:59,Lefane,Word Jam,2,0,2,2016-02-01 05:00:00,https://www.itch.io/jam/word-jam,y,695.9997222222222,466,Word Jam,0,0,1,4
Overall||Story||Creativity||Graphics||Sound||Themes,2015-07-29 22:00:00,CityMayor Games,The CMG Summer July Jam 2015,1,0,1,2015-06-30 22:00:00,https://www.itch.io/jam/cmg-summer-jam-2015,y,696.0,5681,The CMG Summer July Jam 2015,0,0,1,6
Overall,2017-09-29 23:00:00,KrisWB,ANDiJam #1 (Android),45,0,9,2017-08-31 23:00:00,https://www.itch.io/jam/andijam,y,696.0,6068,ANDiJam #1 (Android),5,0,1,1
Gameplay||Visuals||Story,2018-12-14 00:00:00,Astronaronic,Gdevelop Jam,6,2,1,2018-11-15 00:00:00,https://www.itch.io/jam/gdevelop-jam,y,696.0,489,Gdevelop Jam,0,0,1,3
videogame,2017-06-30 07:00:00,schonstal,kusojam,13,2,3,2017-06-01 07:00:00,https://www.itch.io/jam/kusojam,y,696.0,355,kusojam,0,0,1,1
Overall||Most True to Tim Burton||Runner Up for Most True to Tim Burton||Best Artwork,2016-11-15 07:59:59,Onyx_DiAngelo,Tim Burton Jam,12,1,1,2016-10-17 07:00:00,https://www.itch.io/jam/tim-burton-jam,y,696.9997222222222,605,Tim Burton Jam,0,0,1,4
