game_accessibility,game_ave_session,game_desc_len,game_genres,game_inputs,game_language,game_last_update,game_made_with,game_name,game_no_screenshots,game_platforms,game_price,game_publish_date,game_size,game_status,game_tags,game_url
,,957,Platformer,,,,,The temple of  Hurama,6,HTML5,,,,Prototype,2D||Puzzle-Platformer,https://agar3s.itch.io/temple64
,,1096,Action,,,,,You're In Space And Everyone Wants You Dead,4,Windows||macOS||Linux,,,26 MB||15 MB||12 MB,Prototype,3D Platformer||8-Bit||First-Person||GBJam||Gravity||Retro,https://adamgryu.itch.io/youre-in-space
,,1584,Action,,,,,Zombie Manor,3,Windows,,,722 kB||732 kB,Released,Survival Horror||Top down shooter,https://nabz-32x.itch.io/zombie-manor
,,1163,Adventure,,,,GameMaker: Studio,Scaled Down 64,5,Windows,"Name your own price,Name your own price",,49 MB,Released,2D||64x64||8-Bit||LOWREZJAM,https://thealmightyco.itch.io/scaled-down-64
,,139,,,,,,The Minor,1,Windows,,,3 MB,Released,,https://crapaudin.itch.io/the-minor
,About a half-hour,963,Simulation,Keyboard,,,,Reptilian President,2,HTML5,,,,Released,64x64||Aliens||lowrez||Ludum Dare||Ludum Dare 35||politics,https://deathray.itch.io/reptilian-president
,A few minutes,886,Adventure,Keyboard,,,,Moonlight Mischief,3,HTML5,,,,In development,GBJam,https://toastbot.itch.io/moonlight-mischief
,,1238,Action,,,,,Rush Hour Dungeon,1,Windows||macOS,"Name your own price,Name your own price",,13 MB||26 MB,Released,Endless||infinite-runner||lowresjam,https://losttraindude.itch.io/rush-hour-dungeon
,,7579,Role Playing,,,,Unity,Intents: Man to Man  (v1.01a),5,HTML5,,,,Released,Tactical RPG,https://mutonizer.itch.io/intents-mtm
,,970,Platformer,,,,Unity,Cat's Trophy!,1,Windows||HTML5,Name your own price,,11 MB,Released,2D||8-Bit||cats||Game Boy||LOWREZJAM,https://anvit.itch.io/cats-trophy
,,709,Action,,,,Construct,BunZorg,1,HTML5,,,,,bunny||Cyberpunk||endless-runner||megacorporation||rabbit,https://kyodan.itch.io/bunzorg
,,1352,,,,,Phaser,Petal Panic,1,HTML5,,,,Released,2D||collectable||japan||LOWREZJAM||maze||phaser||Pixel Art,https://sugarplus.itch.io/petal-panic
,,376,Platformer||Adventure,,,,LÖVE,Mr. P. and the Missing Child,3,Windows||macOS,,,4 MB||5 MB,Released,64px||LÖVE,https://cowa.itch.io/mr-p-and-the-missing-child
,A few minutes,451,Action,Keyboard||Mouse||Gamepad (any),English,,Unity,Blood Drive,2,Windows||HTML5,,,42 MB,Released,8-Bit||ega||LOWREZJAM||Zombies,https://snjo.itch.io/blood-drive
,,0,,,,,,Lorezmon,0,,,,,,,https://adam4813.itch.io/lorezmon
,,175,Platformer,,,,,Radiusactive,1,Unity,,,,Released,Cyberpunk||Runner,https://dookie.itch.io/radiusactive
,A few minutes,850,Action,Gamepad (any),,,,PIX-WING,1,Windows||macOS||Linux,,,20 MB||22 MB||23 MB,Released,,https://shezi.itch.io/pix-wing
,,649,Action,,,,SDL,Lil' Drac,3,Windows,,,398 kB,Prototype,4-colors||64x64||8-Bit||c||lowresjam2016||sdl||Vampire,https://bimboinit.itch.io/lil-drac
,A few minutes,122,,Mouse,,,,sunlight,1,HTML5,Name your own price,,13 kB,Released,agpl,https://sonata-green.itch.io/sunlight
,,715,Adventure,,,,Unity,Burning of Time,1,Unity,,,,Prototype,bladerunner||Cyberpunk||future||origami||unicorn||Unity,https://blosser.itch.io/burning-of-time
,,578,,,,,,CLIberpunk,1,Flash,,,4 MB,,Cyberpunk,https://mralistair.itch.io/cliberpunk
,,640,Action,,,,,Wall Rider 64,1,Unity,,,,,cats||Cyberpunk||dang||flying||woah,https://hellojed.itch.io/wall-rider-64
,,1317,Platformer,,,,,Neon Sky,4,Windows,"Name your own price,Name your own price",,25 MB||60 MB,Released,80s||Cyberpunk||Hacking||Robots||shooting||techno,https://artylo.itch.io/neon-sky
,,693,Action,,,,,Balloonatic,1,Unity,,,,,balloon||fight||joust||thedukeofzill,https://thedukeofzill.itch.io/balloonatic
,,183,Adventure,,,,,De[baser],1,Windows||macOS,,,340 kB,,Cyberpunk||cyber-punk||cyberpunkjam||text-adventure,https://valancy.itch.io/de_baser
,,575,Action,,,,,Meatsock,1,Unity,,,,,3D||Cyberpunk||FPS||robot||Sci-fi||Stealth,https://brotoro.itch.io/meatsock
,,1790,Shooter,,,,,Violet Black,1,Flash,,,,,Cyberpunk||Shoot 'Em Up,https://newmarksoftware.itch.io/violet-black
,,323,Shooter,,,,,ZZZ,1,Flash,,,,,Cyberpunk||Shoot 'Em Up,https://syawqy.itch.io/zzz
,,195,,,,,Construct,Dropped Transference,1,HTML5,,,,,Cyberpunk||Hacking,https://agreen.itch.io/dropped-transference
,About an hour,1091,Puzzle||Simulation,Mouse,English,,LÖVE,Lens,2,Windows||macOS,,,29 MB||29 MB||29 MB||57 MB,Released,2D||glitch||LÖVE||Retro||satire,https://notexplosive.itch.io/lens
Subtitles||One button,A few minutes,851,Adventure,Keyboard||Mouse,English,,Construct||Aseprite||Audacity,Second Soul,3,Windows||HTML5,Name your own price,,58 MB,Released,Creepy||Cute||Female Protagonist||Horror||LGBT||Non violent||Pixel Art||Point & Click||Story Rich||Transgender,https://portrait-prophecies.itch.io/second-soul
,,740,Platformer,,,,,Kickin' CyberButs,1,Flash,,,,,butts||cyber||Cyberpunk||gun||jam||kicking||run,https://pudimnicolas.itch.io/kickin-cyberbuts
,,431,,,,,,Colonia 4000,1,Unity,,,,,atari||criogenio||Cyberpunk||fun-game||old-games,https://bruceleroy.itch.io/colonia-4000
,,1518,Sports||Action,,,,,Soul War Battles,2,,,,120 MB,Released,Anime||Atmospheric||Cute||Experimental||Fantasy||Female Protagonist||Multiple Endings||Short||Surreal,https://1am.itch.io/pacem-pop-demo
,A few minutes,1273,Shooter||Action,Keyboard||Mouse,English,,Unity||Krita,One more round,6,,"Name your own price,Name your own price",,16 MB,In development,2D||Experimental||Pixel Art||Retro||Shoot 'Em Up||Singleplayer||Top down shooter||Turn-based||Turn-Based Combat,https://alienplay.itch.io/one-more-round
,,1374,Strategy,,,,,Chesszero,1,Windows,,,14 MB,Released,2D||Board Game||Chess||pygame||python||Singleplayer||Tactical,https://ppritish51.itch.io/chesszero
,,207,Role Playing,,,,,Deserter,3,Windows,,,414 MB,Released,igmc-2018||JRPG||RPG Maker,https://vigamanufacture.itch.io/deserter
Color-blind friendly||High-contrast||Interactive tutorial||One button,A few hours,6688,Strategy,Keyboard||Mouse||Touchscreen||Oculus Rift,English,,,AdvertCity,19,Windows||macOS||Linux,"On Sale!,50%, Off,£14.00, ,£7.00 GBP, ,or more,On Sale!,50%, Off,£14.00, ,£7.00 GBP, ,or more",,146 MB||144 MB||146 MB||147 MB,Released,3D||Atmospheric||City Builder||Cyberpunk||Dystopian||Economy||Futuristic||Management||Noir||Tycoon,https://voxelstorm.itch.io/advertcity
,,3349,Role Playing,,,,Unity,CyberGhost,1,HTML5,,,,On hold,Cyberpunk||Futuristic||matrix||quest||unfinished||Unity,https://arcanor.itch.io/cyberghost
,A few minutes,1694,Role Playing||Adventure,Keyboard||Mouse,English,,Godot||GIMP||Audacity,Cores of Ragnarok,3,Windows,,,32 MB||32 MB,Prototype,Action RPG||Pixel Art||Story Rich,https://srcazeaje.itch.io/cores-of-ragnarok
,,621,,Gamepad (any),,,,Mecha Tango: Fishy Bonanza,1,Unity,,,,,cyberpunkjam||herrings||Multiplayer||x360-gamepad,https://sabikku.itch.io/mecha-tango-fishy-bonanza
,A few minutes,254,Platformer,Keyboard||Mouse,,,GameMaker: Studio,Faulte (IGMC 2018 Jam),1,Windows,"Name your own price,Name your own price",,2 MB,Prototype,,https://im-a-good-boye.itch.io/faulte
,A few minutes,1586,Adventure,,,,RPG Maker,Dolorific: A House,4,,,,211 MB,Released,Horror||RPG Maker||Short,https://frogge.itch.io/dolorific-a-house
,,1700,Action,,,,,Rock Punisher,1,Windows||macOS,,,88 MB||92 MB,Prototype,Anime||Pixel Art||run-and-gun||Singleplayer||Unity,https://denomrs.itch.io/rock-punisher
,,969,Shooter,,,,,Data Thief,1,Unity,,,,,cyberpunkjam,https://gnumaru.itch.io/data-thief
,,0,,,,,,,0,,,,,,,https://sinnoaria.itch.io/ill-grasp-my-chance
Subtitles||One button,About a half-hour,1010,Visual Novel,Mouse,English,,Construct||Aseprite||Audacity,Smiles Incorporated,3,Windows||HTML5,Name your own price,,54 MB,Released,Comedy||Cute||Dark Humor||Female Protagonist||LGBT||Mystery||Pixel Art||Romance||Transgender,https://portrait-prophecies.itch.io/smiles-incorporated
,About an hour,1809,Strategy,Keyboard||Mouse,English,,,Hiro's Ascension,4,Windows,"Name your own price,Name your own price",,592 MB,Canceled,2D||Fantasy||Singleplayer||srpg||Tactical RPG,https://jonspencerreviews.itch.io/hirosascension
,,3244,Strategy||Adventure||Role Playing,,,,,Melancholy and Bliss: Shadow World,5,Windows,,,246 MB,Released,2D||Casual||Fantasy||RPG Maker||Short||Singleplayer||Tactical||Turn-based,https://gameisfun.itch.io/mab-shadow-world
,,280,Fighting,,,,,Sunny Day,1,,,,16 MB,Released,2D,https://bleyo.itch.io/sunny-day
,,1711,Simulation,,,,,Planet of Farming,3,,,,15 MB,Released,3D||btpgamejam||Farming||Singleplayer,https://wildgamez.itch.io/planet-of-farming
,,1007,Survival,,,,,Mini Miners,3,Windows,,,27 MB||12 MB,Released,blackthornprod||btpgamejam2||mini-planets||resources||Singleplayer,https://masterkrepta.itch.io/mini-miners
,,983,Puzzle,,,,Unity,HumanTrouble,0,HTML5,,,,Prototype,,https://ironwolfsharp.itch.io/humantrouble
,A few minutes,1665,Role Playing,,English,,RPG Maker||Aseprite,Rhuneworld,2,,,,,On hold,Pixel Art||RPG Maker,https://smashartist.itch.io/rhuneworld
,About a half-hour,1426,Action,Keyboard,English,,AppGameKit,Bookworm Blunder,3,Windows,,,4 MB,In development,16-bit||2D||Cute||Pixel Art||Retro||Top-Down||Top Down Adventure,https://fascimania.itch.io/bookworm-blunder
,,0,Simulation,,,,,Mini Planet Tycoon,1,,"Name your own price,Name your own price",,19 MB,On hold,2D||Tycoon,https://awgeezrick.itch.io/mini-planet-tycoon
,,1176,Action,,,,,Some Assembly Required,3,Windows,"Name your own price,Name your own price",,109 MB,Prototype,2D||3D||Action-Adventure||Casual||Colorful||Cute||Funny||My First Game Jam||Shoot 'Em Up||Unity,https://studiofredley.itch.io/some-assembly-required
,,2074,Simulation,,,,,Save the earth,3,,,,16 MB,Prototype,2D||blackhole||btpgamejam||planet||Space,https://xeratas.itch.io/save-the-earth
,,193,,,,,,Small Little Planets,1,,,,4 MB,Released,2D||Arcade||Singleplayer,https://empexori.itch.io/small-little-planets
,,964,Action,,,,,Planet Defender,3,Windows,,,6 MB||7 MB,Released,GameMaker||Sci-fi||Space||Tower Defense,https://arcanepanda.itch.io/planet-defender
,,569,Rhythm,,,,,Pluto Dash,1,,,,,Released,2D||Runner,https://aokami.itch.io/pluto-dash
,A few minutes,361,,Keyboard||Mouse,English,,Aseprite||Godot||Adobe Photoshop,Spaceship Launcher,3,Windows,"Name your own price,Name your own price",,7 MB,Released,2D||High Score||planet||Space||spaceship,https://zombieboar.itch.io/spaceship-launcher
,,1130,Adventure,,,,,Rocket drift,6,,,,16 MB,Released,Pixel Art||Space,https://no-name-for-now.itch.io/rocket-drift
,A few seconds,499,Strategy,Mouse,English,,Aseprite||Godot||Bfxr,Mass Domination,1,Windows,,,10 MB,Released,2D||domination||Pixel Art||Sci-fi||Space,https://ghcdias.itch.io/mass-domination
,,377,Puzzle,,,,Unity,Mini Planets The Game,1,HTML5,,,,In development,,https://maranatha2031.itch.io/mini-planets-the-game
,,1569,Platformer,,,,,PlanetHopper,7,Windows||macOS||Linux,,,26 MB,Released,2D||miniplanets||Singleplayer||Space,https://icegold03.itch.io/planethopper
,,178,Shooter,,,,Unity,Love is Binding,3,Windows||HTML5,,,19 MB,Released,Arcade||Pixel Art,https://randomerz.itch.io/love-is-binding
,A few minutes,1112,Puzzle,Mouse||Touchscreen,,,Unity||Bfxr,Cube Love,1,Windows||HTML5,,,21 MB||19 MB,Released,2D||Unity,https://lilou-cormic.itch.io/cube-love
,,502,Action,,,,,Toddler Planet,1,Windows,,,16 MB,Released,2D||Aliens||Singleplayer||Space,https://physiker2001.itch.io/toddler-planet
,,100,Strategy||Puzzle,,,,Unity,The Rescue,0,HTML5,,,,In development,3D,https://phyw.itch.io/the-rescue
,,262,,,,,,PASSION.EXE,1,Windows,,,16 MB,Released,Crafting||Horror||Low-poly||Spooky,https://solepilgrim.itch.io/passionexe
,A few minutes,346,Adventure||Puzzle,Mouse||Touchscreen,,,Unity||GIMP||Audacity,Cupid,6,Windows,,,22 MB,Released,cupid||Physics||Point & Click||Touch-Friendly,https://ashashza.itch.io/cupid
,,864,Platformer,,,,Unity,Leap Of Faith,1,HTML5,Name your own price,,222 MB,Prototype,2D||Singleplayer,https://darkclaw89.itch.io/leap-of-faith
,,682,Survival,,,,,Love is Blind - Blind Fall,1,Windows,,,22 MB,In development,,https://maranatha2031.itch.io/loveisblind-blindfall
,,672,Platformer,,,,Unity,Love Is Blind,1,HTML5,,,,Released,,https://grumpyshoe.itch.io/love-is-blind
,,458,Platformer,,,,,Romeo & Juliette,1,Windows||macOS||Linux,"Name your own price,Name your own price",,19 MB||19 MB||19 MB,Prototype,2D||Pixel Art,https://harmonie-games.itch.io/romeo-juliette
,About an hour,0,Puzzle,Keyboard,,,Unity,Bound2,1,Windows||HTML5,,,11 MB,Released,2D,https://rataee.itch.io/bound2
,,1010,Simulation,,,,Unity,Tririto,1,HTML5,,,,Released,2D||Management||Singleplayer||Space,https://mireidas.itch.io/tririto
,,379,Puzzle,,,,,Planet Fusion,3,Windows,"Name your own price,Name your own price",,26 MB,Released,2D||alchemy||blackthorngamejam2||elements||planets||Sci-fi||Unity,https://badja.itch.io/planet-fusion
,,240,Action||Shooter||Simulation||Survival,,,,,Blinded by love!,1,Windows,,,20 MB,Released,2D||brackeygamejam2||Singleplayer,https://nepovem.itch.io/blinded-by-love
,,344,Action,,,,,This Game of Ours,0,Windows,,,14 MB,Released,Dungeon Crawler||Procedural Generation,https://ffaunihan.itch.io/thisgameofours
,,0,Platformer,,,,,BlindLove,1,Windows,"Name your own price,Name your own price",,33 MB,Released,,https://cb-inc.itch.io/blindlove
,,586,Puzzle,,,,,FireLust,4,,"Name your own price,Name your own price",,21 MB,Prototype,,https://technolation.itch.io/firelust
,,376,Puzzle,,,,Unity,From Chaos To Love,1,HTML5,,,,Prototype,2D,https://jbeta.itch.io/from-chaos-to-love
Subtitles,A few minutes,583,Platformer,,English,,Unity,HeartQuest,3,Windows,,,15 MB,Released,2D||brackeysgamejam||Game Boy||love-is-blind||Pixel Art,https://retrofg.itch.io/heartquest
,,131,Shooter,,,,,LOVE PATROL,2,,"Name your own price,Name your own price",,87 MB||87 MB,Released,,https://caingodtier.itch.io/love-patrol
,,319,Interactive Fiction||Adventure,,,,,Whale Love,3,Windows,,,32 MB,Released,Casual||Dating Sim||Narrative||Singleplayer||Story Rich||whale,https://complete-filth.itch.io/whale-love
,,227,Action,,,,,Alien Invasion,1,Windows,,,22 MB,Released,2D||Arcade||Sci-fi,https://skoliat.itch.io/alieninvasion
,,237,Shooter,,,,,Bug Blasters,1,Windows,,,15 MB,Released,2D||Arcade||Point & Click||Shoot 'Em Up||Singleplayer||Unity,https://cyberluka.itch.io/blastingbugs
High-contrast,A few minutes,1252,Action,,English,,GIMP||LMMS||GraphicsGale,Data Hacker,1,,,,,Prototype,,https://riverredgames.itch.io/data-hacker
,,342,,,,,,JAM WARS!!!!!,1,Windows||macOS||Linux,,,,Released,,https://trafix120.itch.io/jam-wars
,,514,Platformer||Adventure,,,,,Blindfull Journey,3,,,,16 MB,Released,2D||trip,https://vanivan.itch.io/blindfulljourney-vanivan
,A few minutes,1409,Action||Puzzle,Keyboard,English,,Unity,Cupid's Last Stand,3,Windows||Linux||HTML5,,,27 MB||31 MB,Released,3D||Survival Horror,https://goedware.itch.io/cupids-last-stand
,,686,,,,,,Balance Life,1,,,,19 MB,Released,GameMaker||Pixel Art||Short||Singleplayer,https://vh-games.itch.io/balance-life
,,0,Puzzle,,,,,Making The Possible,1,Windows,,,39 kB,In development,2D,https://mrchickenthebest.itch.io/making-the-possible
,,291,,,,,,CYOLAP,2,Windows,,,12 MB,Released,,https://sandsarts.itch.io/cyolap
,,252,Action,,,,,There Are ALWAYS Problems,1,Windows,,,15 MB,Released,,https://gamecorp.itch.io/firstgamejam
,,221,Shooter,,,,,Bug Blaster Game,0,Windows,,,15 MB,Released,blackthonprodgamejam-gamejam,https://cyberluka.itch.io/bug-blastergame
,,264,,,,,,Error Elimination,1,,,,11 MB,Released,2D||click||error,https://zakerboy.itch.io/error-elimination
,,988,,,,,,Serpent,1,Windows||HTML5,,,2 MB,In development,snake||Voxel,https://jupiterio.itch.io/serpent
,About a half-hour,228,,,,,Unity||Bosca Ceoil||Bfxr||GIMP||Audacity,Forgotten,1,,,,20 MB,Released,2D||Casual||Cute||Side Scroller||Unity,https://coffeekrew.itch.io/forgotten
,,582,Role Playing,,,,,Tiny Rogue,4,,"Name your own price,Name your own price",,1 MB,In development,Roguelike,https://underww.itch.io/tiny-rogue
,,336,Platformer,,,,,Game Jam,2,Windows,,,41 MB,Prototype,2D,https://deltagamez.itch.io/game-jam
,,607,Shooter,,,,,Fight Gravity!!,3,Windows||Linux,"Name your own price,Name your own price",,22 MB||24 MB||41 MB,Prototype,2D||game-off-2017||GitHub||Multiplayer,https://kira937.itch.io/fight-gravity
,A few minutes,1657,Action,Keyboard,English,,,Blip,1,Windows||macOS,,,17 MB||8 MB,Prototype,8-Bit||Casual||underwater,https://pjsim.itch.io/blip
,,288,,,,,,Breakout,3,HTML5,,,,On hold,2D,https://fumblehool.itch.io/breakout
,,2283,Strategy,,,,Unity,Blood at the Disco,5,Windows,,,19 MB,Prototype,Game Jam||gameoff||Unity,https://mezdritch.itch.io/blood-at-the-disco
,,1021,Action,,,,Godot,The Wings of Throwback,3,Windows||macOS||Linux,"Name your own price,Name your own price",,13 MB||10 MB||22 MB,In development,2D||Arcade||godot||plane||Shoot 'Em Up,https://cgcfss.itch.io/the-wings-of-throwback
,,1663,Platformer,,,,,Krun and the golden stairway,2,HTML5,,,,Released,jumping||Retro,https://docbacardi.itch.io/krun-and-the-golden-stairway
,,2267,Simulation,,,,LÖVE,Liar's Dice,1,Windows||macOS||Linux,"Name your own price,Name your own price",,263 kB||56 kB||202 kB,Released,Casual||Dice||GitHub||LÖVE||Singleplayer||sourcecode,https://notexplosive.itch.io/liars-dice
,,1005,,,,,,QWOP-throwback,1,HTML5,,,,Prototype,,https://bonbongit.itch.io/qwop-throwback
,,567,Shooter,,,,,Spaceship,2,Windows,,,6 MB,On hold,8-Bit||Aliens||Boss battle||Space,https://fellippeheitor.itch.io/spaceship
,,438,Platformer,,,,Construct,Mustache Knight,4,HTML5,,,,In development,Action-Adventure||GBJam||Pixel Art,https://roberto-romao.itch.io/mustache-knight
,A few minutes,428,Adventure,,,,,Half-life 2D (demo),3,Windows,"Name your own price,Name your own price",,10 MB||9 MB,In development,Pixel Art||Remake||Top down shooter,https://mravec.itch.io/half-life-2d
,,291,Puzzle,,,,,The Computer,1,Windows,,,1 MB,Released,2D||computer||GameMaker||gml||logic||Pixel Art||programming||Singleplayer,https://johntheprogrammer.itch.io/the-computer
,,577,Shooter,,,,Unity,Tomato Hunter,3,HTML5,,,,Released,GBJam||Pixel Art||Retro||Stealth,https://pxlsquad.itch.io/tomato-hunter
,,253,Platformer,,,,,Portal Platform,0,HTML5,,,,Released,2D,https://mcordova47.itch.io/portal-platform
,,845,Shooter,,,,,Retro Stroke,5,Windows,,,22 MB,Released,,https://educarvalhoo.itch.io/retro-stroke
,,582,Shooter,,,,,Gear Gun,4,Windows||macOS,,,28 MB||31 MB||28 MB||31 MB,Released,,https://werxzy.itch.io/gear-gun
,About an hour,685,Action,Keyboard||Mouse,,,,INCOMING!!!,4,Windows||macOS||Linux,,,130 MB||132 MB||135 MB,Released,3D||First-Person||gameoff||grenades||soldiers||trench||War,https://rhodeham.itch.io/incoming
,,91,Shooter,,,,Construct,Star Fighter,9,Android||HTML5,Name your own price,,51 MB,Released,Space,https://mg-games.itch.io/star-fighter
,,3308,Puzzle,,,,GameMaker: Studio||Adobe Photoshop,Floatie's Block Ball,6,,,,18 MB,Released,8-Bit||Breakout||floatie||Game Boy||GameMaker||GBJam,https://arcade-renegade.itch.io/floaties-block-ball
,,0,Platformer,,,,Unity,Robotto Fructus,1,HTML5,,,,Released,GBJam,https://frostfyres.itch.io/robotto-fructus
,,1681,Shooter,,,,,Neglected,1,Windows,,,14 MB,Prototype,,https://mykaelos.itch.io/neglected
,A few seconds,306,,Mouse||Touchscreen,English,,,Mydlarz: Dawn of The Griphon,1,HTML5,,,,Prototype,Futuristic||Story Rich||Text based||War,https://miszczthemaste.itch.io/mydlarz-dawn-of-the-griphon
,A few seconds,522,Platformer,Keyboard||Mouse,English,,Unity,Pixland,3,HTML5,,,,In development,8-Bit||Action-Adventure||GBJam||Pixel Art||Puzzle-Platformer,https://yusegames.itch.io/pixland
,,1714,Platformer,,,,GameMaker: Studio,Daydreaming: in two dreams,1,Windows||HTML5,Name your own price,,2 MB,Released,8-Bit||Game Boy||Puzzle-Platformer||Singleplayer,https://cassio-kenji.itch.io/daydreaming
,,734,Action,,,,,Kitten In The Graveyard,3,Windows||macOS,,,12 MB||15 MB,In development,GBJam||Halloween||Skeletons,https://mwmwmw.itch.io/kitten-in-the-graveyard
