jam_criteria,jam_end_date,jam_host,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url
Concept (1+1=3)||Gameplay||Visuals||Relevance to theme: Winter,2017-11-10 12:30:00,Gurpreet Singh Matharoo,1+1=3 Jam,98,35,11,2017-11-03 12:30:00,https://www.itch.io/jam/oneplusone
,2016-11-17 08:00:00,TNERB,YOUjam,101,0,13,2016-10-15 07:00:00,https://www.itch.io/jam/youjam
Overall||Gameplay||Art||Audio||Presentation,2019-10-07 05:00:00,ZahranW||Mini Jam Official,Mini Jam 38: Food,99,141,24,2019-10-04 05:00:00,https://www.itch.io/jam/mini-jam-38-food
Overall||Visuals||Gameplay||Creativity||Overall,2018-03-12 01:00:00,81monkeys,100 Lines of Code GameMaker Jam,99,211,32,2018-03-10 02:00:00,https://www.itch.io/jam/100-lines-of-code-gamemaker-game-jam
Overall||Relevance To The Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2018-10-22 02:00:00,artsybarrels,Bored Pixels Jam 2,100,123,19,2018-10-15 02:00:00,https://www.itch.io/jam/bored-pixels-jam-2
,2019-10-28 05:00:00,Chillennium Game Jam,Chillennium 2019,102,0,52,2019-10-04 22:30:00,https://www.itch.io/jam/chillennium
,2019-04-11 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 91,103,0,16,2019-04-05 17:00:00,https://www.itch.io/jam/weekly-game-jam-91
Overall||Creativity||Fun||Looks||Sound||Orginality||Theme relevance,2017-09-25 10:00:00,computerfiguur,CFN Game Jam,101,210,19,2017-09-14 22:00:00,https://www.itch.io/jam/cfn-gamejam
,2018-11-05 08:00:00,GameDevsQuest,GDQ One Mechanic Game Jam 5,103,0,35,2018-11-02 07:00:00,https://www.itch.io/jam/omgjam5
,2015-11-07 08:00:00,KittyKatStar||Carrogath,Yuri Game Jam,103,0,34,2015-09-01 07:00:00,https://www.itch.io/jam/yuri-game-jam
,2019-07-22 13:00:00,Samuele Sciacca,Svilupparegiochi | Jam #1,104,0,27,2019-07-08 13:00:00,https://www.itch.io/jam/svilupparegiochi-jam-1
,2019-01-16 06:00:00,Riley Hopkins,Record Collection 2k19,104,0,65,2019-01-01 06:00:00,https://www.itch.io/jam/recordcollection2k19
,2019-01-07 03:00:00,Jusiv,GDC Dev  - Chill Jam 2018-19,104,0,18,2018-12-15 22:00:00,https://www.itch.io/jam/gdc-dev-chill-jam
Crowd Favorite,2017-10-18 04:59:59,Chillennium Game Jam,Chillennium 2017,101,47,89,2017-10-13 23:00:00,https://www.itch.io/jam/chillennium17
,2019-09-26 18:30:00,StareOutGames,StareOutGames Hypercasual GameJam #1,102,0,15,2019-09-19 18:30:00,https://www.itch.io/jam/stareoutgamejam
,2019-06-22 04:00:00,fadingroots,Pride Month: Tabletop Gaymes,105,0,35,2019-06-01 04:00:00,https://www.itch.io/jam/pride
Overall||Gameplay||Art||Audio||Innovation,2019-01-07 21:00:00,Geta,Geta Game Jam 6,102,206,23,2019-01-04 21:00:00,https://www.itch.io/jam/geta-game-jam-6
,2019-01-31 17:00:00,Weekly Game Jam||PouleyKetchoup,Weekly Game Jam - Week 81,105,0,27,2019-01-25 17:00:00,https://www.itch.io/jam/weekly-game-jam-81
Over All||Respect of the limitations||Respect of the theme||Game play||Game design||Sound||Graphics,2018-10-22 04:00:00,ZahranW||Mini Jam Official,Mini Jam 13 -Villains-,102,193,25,2018-10-19 04:00:00,https://www.itch.io/jam/mini-jam-13-villains-
,2016-08-08 03:59:59,z04||skyharborr||adirosa||Laiska,Yaoi Game Jam,105,0,19,2016-06-01 04:00:00,https://www.itch.io/jam/yaoijam
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-04-21 04:00:00,Bakenshake||irmoz||Lentsius,Godot Wild Jam #8,103,362,22,2019-04-12 04:00:00,https://www.itch.io/jam/godot-wild-jam-8
,2018-07-14 21:00:00,nadia nova,trans gal jam 2,105,0,23,2018-06-24 21:00:00,https://www.itch.io/jam/trans-gal-jam-2
,2018-12-27 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 76,106,0,24,2018-12-21 17:00:00,https://www.itch.io/jam/weekly-game-jam-76
,2019-07-04 17:00:00,Weekly Game Jam||PouleyKetchoup,Weekly Game Jam - Week 103,106,0,22,2019-06-28 17:00:00,https://www.itch.io/jam/weekly-game-jam-103
Official Winners||Characters||Creativity||Graphics||Story||Audio,2018-11-13 04:59:00,Patchwork Princess||Astralore,Maximum Monster Month! 2,105,77,13,2018-10-12 04:00:00,https://www.itch.io/jam/maximum-monster-month-2
Overall||Creative Gameplay||Stimulating Audio||Immersive Visuals||Theme Adaptation,2018-07-09 12:00:00,TairaGames,Dev Squad Jam: ONE ROOM,105,322,25,2018-07-02 12:00:00,https://www.itch.io/jam/dev-squad-jam-5
,2019-02-01 08:00:00,Randy Lubin (he / him)||Copia Gaming,Gaming Like It's 1923,108,0,33,2019-01-01 08:00:00,https://www.itch.io/jam/gaming-like-its-1923
Overall||Theme||Controls||Graphics||Audio||Immersion||Narrative||Originality,2019-01-20 05:00:00,Lentsius||Bakenshake||irmoz,Godot Wild Jam #5,105,205,19,2019-01-11 05:00:00,https://www.itch.io/jam/godot-wild-jam-5
Overall||Look and Style Interpretation||Creativity of Soundtrack and Sound||Story Quality and Engagement||Refinement and Optimization||Gameplay Creativity,2017-09-05 12:00:00,TairaGames,Dev Squad Jam: Replicate,105,290,23,2017-09-01 13:00:00,https://www.itch.io/jam/dev-squad-jam-replicate
,2017-06-29 03:59:59,Doc Saturn,Dream Diary Jam,108,0,34,2017-06-01 04:00:00,https://www.itch.io/jam/dream-diary-jam
Overall||Theme||Design (This refers to the space where mechanics take place)||Audio||Gameplay (The mechanics and rules of the game)||Originality,2018-11-18 05:00:00,Lentsius||iFire Games||irmoz||Bakenshake,Godot Wild Jam #3,106,147,15,2018-11-09 05:00:00,https://www.itch.io/jam/godot-wild-jam-3
Overall||Playability||Music||Sounds||Story/Narrative||Artwork||Overall||Challenge Theme||Challenge Art,2017-07-28 23:00:00,chasersgaming,OpenGameArt Game Jam,106,82,15,2017-06-30 23:00:00,https://www.itch.io/jam/opengame-art-game-jam
Overall||Enjoyment||Gameplay||Style||Concept||Giant Bombitude,2017-02-06 04:59:59,Alex Zandra,Giant ROM 4,106,525,46,2017-01-28 01:00:00,https://www.itch.io/jam/giantrom4
BEST GAME (General)||BEST GAME (Host's Choice)||SCARIEST GAME||BEST THEME (Best Use of Theme),2019-03-03 23:00:00,SCREAM CATALOGUE||Caveware Digital,SCREAMWORLD,106,179,26,2019-02-21 23:00:00,https://www.itch.io/jam/screamworld
,2016-06-26 23:00:00,emshort,Bring Out Your Dead,109,0,77,2016-06-17 23:00:00,https://www.itch.io/jam/bring-out-your-dead
"Overall||Use of theme ""One Minute""||Fun||Art/Graphics||Sound/Music",2018-03-01 08:00:00,egordorichev||trelemar,Fantasy Console Game Jam #3,106,121,27,2018-02-15 08:00:00,https://www.itch.io/jam/fantasy-console-game-jam-3
Overall||Gameplay||Graphics||Music||Sound||Polish||Overall,2018-11-01 04:59:59,with the love studios,The Fall All-OGA Game Jam! 2018,106,262,21,2018-10-01 05:00:00,https://www.itch.io/jam/fall-all-oga-game-jam-2018
Overall||Fun||Theme||Visuals||Audio||Innovation,2019-01-04 00:00:00,CitybuilderStudios,Save the Environment Game Jam 2018-2019!,107,74,19,2018-12-27 00:00:00,https://www.itch.io/jam/save-the-environment
,2019-09-29 21:00:00,StandOffSoftware,$103 Adventure Game Challenge,110,0,15,2019-09-15 21:00:00,https://www.itch.io/jam/103-adventure-game-challenge
,2018-07-02 15:59:59,Rémi Töötätä,The Pen & Paper Game Jam,110,0,29,2018-06-26 16:00:00,https://www.itch.io/jam/the-pen-paper-game-jam
Overall||Overall||Respect of the limitations||Graphics||Sound||Game Design,2018-11-05 05:00:00,ZahranW||Mini Jam Official,Mini Jam 14 -Elements-,108,225,25,2018-11-02 04:00:00,https://www.itch.io/jam/mini-jam-14-elements-
,2019-02-16 05:00:00,Choko,☆Space Bunny Jam☆,111,0,25,2019-02-02 05:00:00,https://www.itch.io/jam/space-bunny-jam
Overall||Gameplay||Art||Audio||Presentation,2019-05-06 05:00:00,ZahranW,Mini Jam 27: Celebration,108,132,26,2019-05-03 05:00:00,https://www.itch.io/jam/mini-jam-27-celebration
Overall||Pixel Art||Fun||Mechanics||Fits the jams theme,2018-03-19 05:00:00,ManuGamesDev||PixelWeekendJam,Pixel Weekend Jam #2,108,439,31,2018-03-16 15:00:00,https://www.itch.io/jam/pixel-weekend-jam-2
Overall,2019-05-27 22:59:59,liamsorta,GameDevNetwork - Book Jam,109,0,24,2019-05-16 23:00:00,https://www.itch.io/jam/game-dev-network-book-jam
Overall||Overall||Art||Design||Sound||Theme||Story/Narrative,2019-05-21 04:59:59,TigerJ,TigerJ(am) #2,109,146,25,2019-05-11 16:00:00,https://www.itch.io/jam/tigerjam-2
,2019-03-14 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 87,112,0,30,2019-03-08 17:00:00,https://www.itch.io/jam/weekly-game-jam-87
,2018-12-01 04:59:59,"Alex Zandra||Sparklingnurse||Ashlyn, Goth cat hugger",Light Novelber 2018,114,0,29,2018-11-01 04:00:00,https://www.itch.io/jam/lightnovelber2018
,2018-02-12 08:00:00,GameDevsQuest,GDQ One Mechanic Game Jam 3,114,0,40,2018-02-09 08:00:00,https://www.itch.io/jam/omgjam3
Overall||Theme Creativity||Object Creativity||Enjoyment||Kick-Ass Game Name||Sound||Visuals||Gameplay,2017-07-03 12:00:00,TairaGames,Dev Squad Jam,110,314,31,2017-06-30 12:00:00,https://www.itch.io/jam/dev-squad-jam
,2016-12-05 05:30:00,elvaq||zerofiftyone||DINOSAURSSSSSSSS||Spencer Winson,Wizard Jam 4,114,0,60,2016-11-19 20:00:00,https://www.itch.io/jam/wizard-jam-4
,2018-10-01 04:59:59,Empish,Ren'Py Jam,115,0,28,2018-09-15 05:00:00,https://www.itch.io/jam/renpy-jam
Overall||Gameplay||Originality||Presentation,2016-06-16 07:00:00,Clickteam,#IWantToCreate Contest,111,1052,26,2016-06-03 07:00:00,https://www.itch.io/jam/iwanttocreate
The gameplay (how fun it is and how it fits into the genre)||The quality||The design,2018-08-10 03:00:00,🌸Colleen🌸,FloppyJam,111,130,25,2018-07-20 03:00:00,https://www.itch.io/jam/floppyjam
,2019-02-15 23:59:59,Sophie Houlden,Tomb Raider Jam,116,0,8,2018-10-14 23:00:00,https://www.itch.io/jam/tomb-raider-jam
Overall||Fun/Usefulness||Innovation||Technical||Audio||Graphics,2019-07-11 16:00:00,Joshua McLean,Anything Goes Jam [8 Bits to Infinity],112,0,31,2019-07-04 16:00:00,https://www.itch.io/jam/anything-goes-jam-8-bits-to-infinity
Overall||Fun Factor||Theme Relevance||Originality,2017-06-12 05:59:59,liamsorta,GameDevNetwork: Blueberry Jam,113,245,20,2017-06-02 23:00:00,https://www.itch.io/jam/game-dev-network-blueberry-jam
Cool Rating,2016-12-05 02:00:00,Lo-Fi||TWTdip||debugdrawray,Cool Jams Inc - A Cool Games Inc Game Jam,113,158,23,2016-12-03 02:00:00,https://www.itch.io/jam/cool-jams-inc
Overall||Gameplay||Art||Sounds||Respect of the theme,2018-12-31 05:00:00,ZahranW,Mini Jam 18: Dreams,113,346,32,2018-12-28 05:00:00,https://www.itch.io/jam/mini-jam-18-dreams
,2019-01-14 06:01:00,eevee,GAMES MADE QUICK??? III,116,0,35,2019-01-06 16:30:00,https://www.itch.io/jam/games-made-quick-iii
,2019-07-11 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 104,117,0,26,2019-07-05 17:00:00,https://www.itch.io/jam/weekly-game-jam-104
Overall,2019-03-07 17:00:00,Joshua McLean,8 Bits to Infinity ~ Platformer Week,114,0,37,2019-03-01 17:00:00,https://www.itch.io/jam/platformer-week
Overall||Gameplay||Art||Audio||Presentation,2019-04-22 04:59:59,ZahranW||Mini Jam Official,Mini Jam 26: Storms,115,152,23,2019-04-19 04:59:59,https://www.itch.io/jam/mini-jam-26-storms
Overall||Gameplay||Graphics||Sound||Mood,2018-02-20 02:00:00,Sheepolution||rxi,LÖVE Jam 2018,115,286,30,2018-02-17 02:00:00,https://www.itch.io/jam/love2d-jam-2018
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-07-21 04:00:00,Bakenshake,Godot Wild Jam #11,116,125,20,2019-07-12 04:00:00,https://www.itch.io/jam/godot-wild-jam-11
How pastel do you think it is? (more stars for more pastel)||What do you think of the quality of the submission?,2018-06-10 20:00:00,Maz||Hazel-Rah,Pastel Jam!,116,194,36,2018-06-08 19:00:00,https://www.itch.io/jam/pastel-jam
,2017-06-19 06:59:59,zerofiftyone,Wizard Jam 5,119,0,58,2017-06-01 23:00:00,https://www.itch.io/jam/wizard-jam-5
,2018-11-25 18:00:00,Feldo,1-Button Jam 2018,119,0,41,2018-11-18 18:00:00,https://www.itch.io/jam/1-button-jam
,2018-12-28 20:12:12,CannibalInteractive,I Wasn't Gonna Make This Anyway Jam,120,0,11,2018-11-30 19:11:11,https://www.itch.io/jam/i-wasnt-gonna-make-this-anyway-jam
WOWIE!||Fun||Simplicity||Visuals||Sound||Creativity||Topic,2019-02-04 08:00:00,Jonas Tyroller,Wowie Jam!,117,468,49,2019-02-01 08:00:00,https://www.itch.io/jam/wowie-jam
Overall||Graphics||Audio||Gameplay||Use of Crafting Theme,2018-11-14 12:00:00,Gurpreet Singh Matharoo||JackOatley,JamCraft 2,117,111,17,2018-11-01 12:00:00,https://www.itch.io/jam/jamcraft2
,2018-02-28 08:00:00,Chusday,1-Room RPG Jam #2,122,0,19,2018-02-01 08:00:00,https://www.itch.io/jam/1-room-rpg-jam-2
Overall||Game Play||Music||Graphics||Theme,2018-03-11 22:59:59,T-Team,40 Hours Game Jam,118,321,33,2018-03-10 07:00:00,https://www.itch.io/jam/games-factory-1
,2019-03-21 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 88,122,0,17,2019-03-15 17:00:00,https://www.itch.io/jam/weekly-game-jam-88
Overall||Theme||Design (This refers to the space where mechanics take place)||Audio||Gameplay (The mechanics and rules of the game)||Originality,2018-12-16 05:00:00,Lentsius||Bakenshake||iFire Games||Stern Flowers||irmoz,Godot Wild Jam #4,118,134,15,2018-12-07 05:00:00,https://www.itch.io/jam/godot-wild-jam-4
Overall||Theme Relevance||Originality||Fun Factor||Accessibility,2018-12-16 00:00:00,liamsorta,GameDevNetwork: The Big Festive Game Jam V2 || Theme: Your Choices Matter,119,38,10,2018-11-30 00:00:00,https://www.itch.io/jam/gamedevnetwork-the-big-festive-game-jam-v2
Overall feeling||Narration||Originality,2019-09-23 19:30:00,paulloz,inkJam 2019,119,242,25,2019-09-20 19:00:00,https://www.itch.io/jam/inkjam-2019
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-03-17 04:00:00,Lentsius||irmoz||Bakenshake,Godot Wild Jam #7,119,293,27,2019-03-08 05:00:00,https://www.itch.io/jam/godot-wild-jam-7
Overall||Story||Gameplay||Graphics||Audio||Engagement and general,2019-03-19 04:00:00,MrQuickGame,Metroidvania Month 3,120,0,15,2019-02-15 05:00:00,https://www.itch.io/jam/metroidvania-month-3
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-05-19 04:00:00,Lentsius||Bakenshake||irmoz,Godot Wild Jam #9,121,314,24,2019-05-10 04:00:00,https://www.itch.io/jam/godot-wild-jam-9
Overall||Play||Aesthetic||Sound||Narrative||Horny||Kink||Stealth||Harmony||Novelty,2019-03-01 07:00:00,eevee,Strawberry Jam 3,121,387,37,2019-02-01 07:00:00,https://www.itch.io/jam/strawberry-jam-3
,2019-05-30 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 98,122,0,26,2019-05-24 17:00:00,https://www.itch.io/jam/weekly-game-jam-98
,2016-07-04 04:00:00,am cosmos,International Love Ultimatum 2: Romantic Boogaloo,123,0,22,2016-06-01 04:00:00,https://www.itch.io/jam/ilujam2
,2018-08-01 04:00:00,z04,Yaoi Game Jam 2018,123,0,25,2018-06-01 04:00:00,https://www.itch.io/jam/yaoijam18
Overall||Fun Factor||Theme Relevance||Originality,2017-10-29 23:59:59,liamsorta,GameDevNetwork: Elderberry Jam - THEME: Summoning,122,177,18,2017-10-19 23:00:00,https://www.itch.io/jam/game-dev-network-elderberry-jam
,2019-03-28 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 89,124,0,26,2019-03-22 17:00:00,https://www.itch.io/jam/weekly-game-jam-89
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2019-01-24 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 80,122,201,26,2019-01-18 17:00:00,https://www.itch.io/jam/weekly-game-jam-80
Overall||Fun||Theme||Graphics/Art||Audio||Mood||Humor,2019-10-01 01:00:00,caramelcode||mwcz,Open Jam 2019,122,410,28,2019-09-27 17:00:00,https://www.itch.io/jam/open-jam-2019
Overall||Art||Sound||Mechanics||Fun,2018-02-26 03:00:00,Yukon W.,Paint Jam 2018,122,173,29,2018-02-24 02:00:00,https://www.itch.io/jam/paint-jam-2018
,2019-03-15 05:00:00,Nora Blake,March of the Wizards 2k19!,124,0,77,2019-03-01 06:00:00,https://www.itch.io/jam/march-of-the-wizards-2k19
Characters||Creativity||Graphics||Writing||Music,2017-12-11 04:00:00,Patchwork Princess,Maximum Monster Month!,122,224,29,2017-11-10 11:00:00,https://www.itch.io/jam/maximum-monster-month
,2019-10-20 04:00:00,maturityexplained,The Maturity Explained J-Horror Jam!,124,8,10,2019-09-15 04:00:00,https://www.itch.io/jam/j-horror-jam
,2019-04-28 11:00:00,Nordic Game Jam team!,Nordic Game Jam 2019,126,0,103,2019-04-24 22:00:00,https://www.itch.io/jam/ngj19
"Overall||Aesthetics and Graphics||Music and Sound||Gameplay||""I didn't expect that"" rating",2017-11-05 11:00:00,TairaGames,Dev Squad Jam: Halloween,123,201,20,2017-10-31 11:00:00,https://www.itch.io/jam/dev-squad-halloween
Overall||Gameplay||Art||Audio||Presentation,2019-05-20 05:00:00,ZahranW,Mini Jam 28: Pirates,123,309,45,2019-05-17 05:00:00,https://www.itch.io/jam/mini-jam-28-pirates
,2017-02-28 08:00:00,Chusday,1-Room RPG Jam,126,0,13,2017-02-01 08:00:00,https://www.itch.io/jam/1-room-rpg-jam
,2019-06-09 04:00:00,Ben Allen||kjeann||Robin Mendoza,7 Day Broughlike,126,0,34,2019-06-02 04:00:00,https://www.itch.io/jam/broughlike
Overall||Overall||Fun||Mood||Innovation||Theme||Graphics||Humor||Audio,2019-08-26 01:00:00,Ieyfo,DISCORD JAM #2,124,310,35,2019-08-24 00:00:00,https://www.itch.io/jam/discord-jam-2
Was it Slime related?||Creativeness||Playable||Was it fun?,2018-04-15 04:00:00,8-bit llama games,Slime Jam!,124,401,34,2018-04-10 04:00:00,https://www.itch.io/jam/slime-studio-jam
,2014-11-18 13:00:00,Cut Garnet Games,Procedural Generation Jam 2014,127,0,124,2014-11-08 00:00:00,https://www.itch.io/jam/procjam2014
,2019-07-25 17:00:00,Weekly Game Jam||PouleyKetchoup,Weekly Game Jam - Week 106,127,0,38,2019-07-19 17:00:00,https://www.itch.io/jam/weekly-game-jam-106
Overall||Hot||Cold||Volatile||Dark,2019-04-07 22:00:00,Bricabrac,VAMPIRE JAM,124,525,29,2019-03-31 22:00:00,https://www.itch.io/jam/vampire-jam
Overall||Gameplay||Concept||Visuals||Audio||Story/Writing||Challenge (Tough but Fair)||Use of Theme (LGBT Pride / Identity),2019-06-23 19:00:00,Gman8r||Nitori,Touhou Fan Game Jam 4,125,1095,46,2019-06-20 19:00:00,https://www.itch.io/jam/touhou-jam-4
,2018-01-31 23:59:59,dreamfeel||Flatgames <3,FLATJAM 2017,128,0,22,2017-12-19 13:50:56,https://www.itch.io/jam/flatgame-annual-2017
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2018-06-28 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 50,126,314,41,2018-06-22 17:00:00,https://www.itch.io/jam/weekly-game-jam-50
Overall||Overall Game||Theme||Gameplay||Sound||Aesthetics,2018-05-11 17:00:00,Virtus Learning Hub||itsrainingben,Virtus Community Game Jam,126,333,15,2018-04-20 17:00:00,https://www.itch.io/jam/virtusjam
,2018-05-14 13:59:59,AlaynaMCole||Queerly Represent Me||jessz,Queerly Representing the Underrepresented,130,0,23,2018-04-30 14:00:00,https://www.itch.io/jam/queerly-representing
Overall||Are there cats?||Did you have fun playing this game?,2016-04-18 03:59:59,anonyanony,VR JAM 2016,126,316,29,2016-04-16 00:30:00,https://www.itch.io/jam/vrjam16
Final Results||Originality||Gameplay/Mechanics||Art/Aesthetic,2018-04-15 03:59:59,The Linux Gamer||cassidyjames||Cheeseness,Linux Game Jam 2018,126,285,30,2018-04-06 04:00:00,https://www.itch.io/jam/linux-game-jam-2018
Overall||Fun||Theme||Graphics||Audio||Humor||Special Mention #1||Special Mention #2||Special Mention #3,2018-05-15 01:00:00,fuzzmonkey,Pre-Indie Game Jam,127,412,36,2018-05-12 01:00:00,https://www.itch.io/jam/preindie
,2019-01-10 17:00:00,Weekly Game Jam||PouleyKetchoup,Weekly Game Jam - Week 78,130,0,38,2019-01-04 17:00:00,https://www.itch.io/jam/weekly-game-jam-78
,2016-06-29 22:00:00,Gaeel,Toolbox Jam,130,0,39,2016-05-18 18:47:20,https://www.itch.io/jam/toolbox-jam
Overall||Originality||Execution||Charm||Spookiness,2018-11-01 06:59:59,"Greg Karber, writer",Bite Sized Horror Game Jam 2018,128,268,30,2018-10-24 07:00:00,https://www.itch.io/jam/bite-sized-horror-game-jam-2018
,2017-12-11 03:00:00,Grim 👁️,Greek MytholoJam,132,0,24,2017-11-15 05:00:00,https://www.itch.io/jam/greek-mytholojam
Overall||Originality||Fun Factor||Theme Relevance,2018-03-04 23:59:59,liamsorta,GameDevNetwork: Fig Jam || THEME: Hidden Secrets,128,141,21,2018-02-23 00:00:00,https://www.itch.io/jam/game-dev-network-fig-jam
,2019-07-02 05:00:00,npckc||cloverfirefly,Friendship Jam,135,0,33,2019-06-18 05:00:00,https://www.itch.io/jam/friendship-jam
Overall||Use Of Theme||Fun||Art & Audio,2016-09-04 22:59:59,Steven Taarland||Natalie Clayton||Kirsty Fraser,#RainbowJam16,129,253,31,2016-08-19 23:00:00,https://www.itch.io/jam/rainbowjam16
BEST GAME (General)||BEST GAME (Host's Choice)||SCARIEST GAME||BEST THEME,2019-07-29 00:00:00,SCREAM CATALOGUE||Caveware Digital,💀 SCREAM EMPIRE 💀,130,141,17,2019-07-19 00:00:00,https://www.itch.io/jam/scream-empire
Theme||Design||Audio||Gameplay||Originality,2018-09-21 16:00:00,Bakenshake||Lentsius,Godot Wild Jam!,130,143,19,2018-09-13 16:00:00,https://www.itch.io/jam/godot-wild-jam
,2016-01-18 00:59:59,Sophie Houlden,Myst Jam,136,0,38,2016-01-09 00:00:00,https://www.itch.io/jam/myst-jam
