jam_criteria,jam_end_date,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url
Innovation (what new way was the party building mechanic used)||Creativity (how the party building mechanic is handled)||Fun (will this mechanic make players want to keep playing)||Graphics (how the game looks and sounds like)||Storyline (what the tale you're telling with the game is),2019-07-13 03:30:00,The Collect-A-Friend Game Jam!,81,63.0,12,2019-06-22 00:30:00,https://www.itch.io/jam/the-collect-a-friend-game-jam
Overall||Game Design||Sonoplastia||Arte||Conceito,2019-06-14 02:59:59,Game D3V JAM,82,59.0,9,2019-05-30 03:00:00,https://www.itch.io/jam/game-d3v-jam
"How well the game fits the theme and goal of the jam||How strongly maps are integrated in the game’s design||How elegant the game’s design is||How captivating the tone, feel and style of the game are||How easy to understand and use the game’s rules are",2019-04-18 07:00:00,Mapemounde,82,141.0,26,2019-04-08 07:00:00,https://www.itch.io/jam/mapemounde2019
Overall||Theme||Gameplay||Aesthetics||Sound,2017-10-03 22:59:59,Virtus Community Game Jam,82,74.0,6,2017-09-04 17:00:00,https://www.itch.io/jam/virtus-community-game-jam
Overall||Story||Characters||Puzzle Design||Visuals||Audio||Funness,2017-09-24 21:00:00,$101 Adventure Challenge,82,0.0,13,2017-09-10 21:00:00,https://www.itch.io/jam/101-adventure-challenge
"Overall||Fun - Did you have a good experience?||Sounds - Did sound make the game better?||Appearance - How were the graphics/art?||Functionality - Did it work, were there any major bugs?||Creativity - Was the idea good?",2019-08-06 07:00:00,Useless Simulation Jam,83,203.0,22,2019-08-02 07:00:00,https://www.itch.io/jam/useless-simulation-jam
Overall||Developer's Choice||Streamer's Choice||ScoreSpace Choice||Gameplay||Theme||Aesthetics||Sound,2019-08-20 04:00:00,ScoreSpace Jam #6 [Presented by Shacknews],83,215.0,22,2019-08-17 04:00:00,https://www.itch.io/jam/scorejam6
Overall||Gameplay||Art||Audio||Presentation,2019-07-01 05:00:00,Mini Jam 31: Movies,83,145.0,18,2019-06-28 05:00:00,https://www.itch.io/jam/mini-jam-31-movies
Overall||Gameplay||Art||Audio||Presentation,2019-08-12 05:00:00,Mini Jam 34: Balance,84,291.0,27,2019-08-09 05:00:00,https://www.itch.io/jam/mini-jam-34-balance
SPOOK AWARD (Best Game)||SPOOK AWARD (Host's Choice)||SCARE AWARD (Scariest Game)||SCREAM AWARD (Best Screams),2018-10-23 23:00:00,SCREAM JAM,84,154.0,24,2018-10-16 23:00:00,https://www.itch.io/jam/screamjam
Overall||Gameplay||Art||Sounds,2019-01-14 05:00:00,Mini Jam 19: Mysteries,85,178.0,27,2019-01-11 05:00:00,https://www.itch.io/jam/mini-jam-19-mysteries
Overall||Gameplay||Originality||Presentation||Overall,2018-01-04 08:00:00,Fusion Wars - The Programming Menace,85,153.0,17,2017-12-19 08:00:00,https://www.itch.io/jam/fusion-wars-the-programming-menace
Overall||Philosophy||Engaging||Graphics||Sound||Cohesion,2019-01-12 23:00:00,Philosophy Game Jam,85,44.0,10,2019-01-05 23:00:00,https://www.itch.io/jam/philosophy-game-jam
Overall||Gameplay||Art||Audio||Presentation,2019-08-26 05:00:00,Mini Jam 35: Vikings,85,120.0,14,2019-08-23 05:00:00,https://www.itch.io/jam/mini-jam-35-vikings
Enjoyment||Graphics||Sound||Story||Creativity,2018-09-29 03:00:00,Lartu's Mini-RPG One Week Jam II,85,86.0,13,2018-09-14 03:00:00,https://www.itch.io/jam/lartujam-ii
Ability to explore (Area-Size)||Music/Sound Effects||Plot,2018-08-10 07:00:00,June to July Metroidvania Jam •$100 Cash Prize•,85,0.0,8,2018-06-01 07:00:00,https://www.itch.io/jam/june-to-july-metroidvania-jam-100-cash-prize
Overall||Gameplay||Art||Audio||Presentation,2019-09-23 05:00:00,Mini Jam 37: Engineering,86,66.0,12,2019-09-20 05:00:00,https://www.itch.io/jam/mini-jam-37-engineering
Overall||Concept - How well does it match the theme?||Playability - Is it fun and challenging enough to play?​||Visual impression​ - Does the art style suit the game and looks good?​||Replayability​ - Is it compelling and does it have high replay value?​||Creativity - How creative and unique is the game?​,2017-12-10 19:00:00,Sykoo's Community Game Jam,86,151.0,13,2017-12-03 19:00:00,https://www.itch.io/jam/sykoos-game-jam
Overall||Concept||Playability||Visual Impression||Replayabilty||Creativity,2018-11-05 13:00:00,Sykoo's Polyrealm Halloween Jam,86,90.0,20,2018-10-29 12:00:00,https://www.itch.io/jam/sykoos-halloween-jam
Jugabilidad||Adaptación del juego a la temática||Arte||Música y efectos de sonido,2019-06-16 17:10:00,GameJamTopia,87,0.0,35,2019-06-14 16:00:00,https://www.itch.io/jam/gamejamtopia
Overall||Note générale||Respect du thème,2018-11-20 23:59:00,Gamecodeur Game Jam #18,87,734.0,49,2018-10-29 00:00:00,https://www.itch.io/jam/gamecodeur-gamejam-18
JOKE (FOOL FACTOR)||VISUALS||AUDIO||POLISH,2018-04-02 04:59:59,APRIL FOOL'S JAM,88,34.0,18,2018-03-26 04:59:59,https://www.itch.io/jam/april-fools-jam
Overall||Fun||Playability||Mobile Compatibility,2017-11-01 00:00:00,HELP: War Child - Charity Game Jam,88,0.0,3,2017-07-31 23:00:00,https://www.itch.io/jam/help-war-child
Overall / Note globale||Gameplay / Systèmes de jeu||Storytelling & Writing / Écriture et narration||Inventiveness / Inventivité||Aesthetics & Mood / Esthétique et ambiance,2017-08-21 21:59:59,RPG Maker Jam,88,468.0,32,2017-08-18 15:00:00,https://www.itch.io/jam/rpgmakerjam
BEST GAME (General)||BEST GAME (Host's Choice)||SCARIEST GAME||BEST THEME (Best Use of Theme)||DIVERSIFIER (Game Set in a Real-World City),2019-04-22 00:00:00,SCREAM CITY,88,58.0,14,2019-04-12 00:00:00,https://www.itch.io/jam/scream-city
Overall||Note générale||Respect du thème,2019-03-04 23:00:00,Gamecodeur Game Jam #19,88,970.0,46,2019-02-10 23:00:00,https://www.itch.io/jam/gamecodeur-gamejam-19
Overall||Entertainment - How enjoyable/replayable is it?||Presentation - How does it look/feel?||Creativity - How original is the idea?||Language use - How well was Lisp incorporated into the design?,2019-04-30 03:59:59,Lisp Game Jam 2019,88,179.0,19,2019-04-19 04:00:00,https://www.itch.io/jam/lisp-game-jam-2019
Theme Relevance||Aesthetics||Enjoyment,2019-05-28 14:00:00,Taku's Mini Jam,89,0.0,18,2019-05-24 14:00:00,https://www.itch.io/jam/takus-mini-jam
Overall,2016-11-30 08:00:00,Twine and National Novel Writing Month,90,0.0,1,2016-10-31 07:00:00,https://www.itch.io/jam/twine-and-national-novel-writing-month
Overall||Graphics||Audio||Fun||Technical||Theme,2018-12-10 19:00:00,Retro Platformer Jam (Prizes!),90,0.0,15,2018-12-07 19:00:00,https://www.itch.io/jam/retro-platformer-jam
Overall||Respect of the themes||Respect of the Constraint||Game Play||Game Design||Music||Sounds||Graphics,2018-06-25 06:00:00,Games Factory Jam 5,90,169.0,22,2018-06-22 18:00:00,https://www.itch.io/jam/games-factory-5
Overall||Fun||Technical||Music/Sound||Graphics/Animation||Theme/Limitation,2019-08-16 17:00:00,GB30 Jam [8 Bits to Infinity],90,0.0,21,2019-08-09 17:00:00,https://www.itch.io/jam/gb30-jam
Overall||Respect of the Themes||Respect of the Constraint||Game Play||Game Design||Musics||Sounds||Graphics,2018-05-31 17:00:00,Games Factory Jam & Weekly Game Jam,91,70.0,20,2018-05-25 17:00:00,https://www.itch.io/jam/games-factory-4
Overall||Gameplay/Fun||Art||Theme,2018-05-07 08:00:00,PaperJam 2018,91,20.0,16,2018-04-23 08:00:00,https://www.itch.io/jam/paperjam-2018
Overall||Theme||Story||Music||Sound||Graphics,2016-08-03 04:00:00,Cyberpunk Jam 2.0,92,19.0,9,2016-07-08 17:00:00,https://www.itch.io/jam/cyberpunkjam2
Overall||Incorporation of Vile Ingredients||Fun Despite Itself,2019-07-13 00:00:00,Glinny's Cauldron Jam,92,338.0,16,2019-06-07 19:00:00,https://www.itch.io/jam/glinnys-cauldron-jam
Overall||Graphics||Audio||Gameplay||Use Of Theme,2018-03-16 12:00:00,JamCraft 2018,92,149.0,18,2018-03-02 12:00:00,https://www.itch.io/jam/jamcraft
Overall||Gameplay||Originality||Presentation||Overall,2017-10-23 06:59:00,Weirder Stuff 2,92,189.0,17,2017-10-20 07:00:00,https://www.itch.io/jam/weirder-stuff-2
Overall||Fun||Creativity||Polish||Theme,2018-10-29 00:00:00,GDL - Spooky Jam,92,182.0,14,2018-10-26 00:00:00,https://www.itch.io/jam/gdl-spooky-jam
Overall||Deliciousness||Respect of the limitations||Game play||Game design||Music||Sound effects||Graphics,2018-08-13 03:59:59,Mini Jam 8 - Fantasy -,93,237.0,25,2018-08-10 04:00:00,https://www.itch.io/jam/mini-jam-8-fantasy
Overall||Relevance to the Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2019-04-22 02:00:00,Bored Pixels Jam 4,93,32.0,10,2019-04-15 02:00:00,https://www.itch.io/jam/bored-pixels-jam-4
Globalement||Gameplay||Visuels||Musique et effets sonores||Respect du thème,2018-03-18 13:00:00,Orbital Game Jam,93,116.0,11,2018-03-17 13:00:00,https://www.itch.io/jam/orbital-game-jam
Overall||Gameplay||Art||Story||Sounds,2019-02-11 05:00:00,Mini Jam 21: Stories,94,95.0,14,2019-02-08 05:00:00,https://www.itch.io/jam/mini-jam-21-stories
Overall||Concept||Execution||Polish,2019-08-24 23:00:00,Scratch Jam,94,107.0,15,2019-08-22 23:00:00,https://www.itch.io/jam/scratch-jam
Overall||Respect of the limitaions||Game play||Game design||Music||Sound effects||Graphics,2018-08-27 03:59:59,Mini Jam 9 - Back To School -,95,159.0,28,2018-08-24 04:00:00,https://www.itch.io/jam/mini-jam-9-back-to-school-
Overall||Gameplay||Art||Audio||Presentation,2019-06-03 05:00:00,Mini Jam 29: Ninjas,95,354.0,31,2019-05-31 05:00:00,https://www.itch.io/jam/mini-jam-29-ninjas
Overall||Gameplay||Creativity||Theme||Graphics||Audio||Judge Ranking,2019-07-01 04:00:00,VR-Jam 2019,95,48.0,11,2019-06-24 04:00:00,https://www.itch.io/jam/vr-jam-2k19
Overall Experience||Relevance to Theme||Gameplay||Innovation||Aesthetics,2018-11-19 08:30:00,BYOG 2018,95,0.0,22,2018-11-16 12:30:00,https://www.itch.io/jam/byog-2018
Overall||Note générale||Respect du thème,2019-06-30 21:59:00,Gamecodeur Game Jam #20,96,873.0,45,2019-06-11 12:00:00,https://www.itch.io/jam/gamecodeur-gamejam-20
"Overall||Un-sue-ableness||Inscrutability (what planet did this come from, and how did they so misunderstand human culture??)||Best use of twins",2015-09-24 05:00:00,Gamemaking Frenzy: DUPLICADE,96,602.0,60,2015-09-10 15:00:00,https://www.itch.io/jam/duplicade
Overall||•	Strong connection to the theme||•	Commercial Potential||•	Fun||•	Innovation||•	Graphics||•	Audio||•	Narrative||•	Teamwork evident in game creation,2019-03-11 13:00:00,Jamfuser,96,268.0,13,2019-03-08 12:00:00,https://www.itch.io/jam/jamfuser
Overall||Deliciousness||Respect of the limitations||Game play||Game design||Music||Sound effects||Graphics,2018-07-16 03:59:59,Mini Jam 6 -BOSS RUSH-,98,137.0,20,2018-07-13 04:00:00,https://www.itch.io/jam/mini-jam-6th-edition
Concept (1+1=3)||Gameplay||Visuals||Relevance to theme: Winter,2017-11-10 12:30:00,1+1=3 Jam,98,35.0,11,2017-11-03 12:30:00,https://www.itch.io/jam/oneplusone
Overall||Interpretation of the Horse name!||Aesthetics||Innovation||Feel,2019-08-11 17:00:00,PIZZA JAM! (pizza prize),98,312.0,26,2019-08-09 17:00:00,https://www.itch.io/jam/pizzza-jam-pizza-prize
Overall,2019-01-07 06:15:00,2019 New Years Jam,99,0.0,19,2019-01-01 04:15:00,https://www.itch.io/jam/2019-new-year
Overall||Visuals||Gameplay||Creativity||Overall,2018-03-12 01:00:00,100 Lines of Code GameMaker Jam,99,211.0,32,2018-03-10 02:00:00,https://www.itch.io/jam/100-lines-of-code-gamemaker-game-jam
Overall||Relevance To The Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2018-10-22 02:00:00,Bored Pixels Jam 2,100,123.0,19,2018-10-15 02:00:00,https://www.itch.io/jam/bored-pixels-jam-2
Overall||Creativity||Fun||Looks||Sound||Orginality||Theme relevance,2017-09-25 10:00:00,CFN Game Jam,101,210.0,19,2017-09-14 22:00:00,https://www.itch.io/jam/cfn-gamejam
Overall||Gameplay||Art||Audio||Innovation,2019-01-07 21:00:00,Geta Game Jam 6,102,206.0,23,2019-01-04 21:00:00,https://www.itch.io/jam/geta-game-jam-6
Over All||Respect of the limitations||Respect of the theme||Game play||Game design||Sound||Graphics,2018-10-22 04:00:00,Mini Jam 13 -Villains-,102,193.0,25,2018-10-19 04:00:00,https://www.itch.io/jam/mini-jam-13-villains-
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-04-21 04:00:00,Godot Wild Jam #8,103,362.0,22,2019-04-12 04:00:00,https://www.itch.io/jam/godot-wild-jam-8
Overall||Look and Style Interpretation||Creativity of Soundtrack and Sound||Story Quality and Engagement||Refinement and Optimization||Gameplay Creativity,2017-09-05 12:00:00,Dev Squad Jam: Replicate,105,290.0,23,2017-09-01 13:00:00,https://www.itch.io/jam/dev-squad-jam-replicate
Official Winners||Characters||Creativity||Graphics||Story||Audio,2018-11-13 04:59:00,Maximum Monster Month! 2,105,77.0,13,2018-10-12 04:00:00,https://www.itch.io/jam/maximum-monster-month-2
Overall||Creative Gameplay||Stimulating Audio||Immersive Visuals||Theme Adaptation,2018-07-09 12:00:00,Dev Squad Jam: ONE ROOM,105,322.0,25,2018-07-02 12:00:00,https://www.itch.io/jam/dev-squad-jam-5
Overall||Theme||Controls||Graphics||Audio||Immersion||Narrative||Originality,2019-01-20 05:00:00,Godot Wild Jam #5,105,205.0,19,2019-01-11 05:00:00,https://www.itch.io/jam/godot-wild-jam-5
Overall||Gameplay||Graphics||Music||Sound||Polish||Overall,2018-11-01 04:59:59,The Fall All-OGA Game Jam! 2018,106,262.0,21,2018-10-01 05:00:00,https://www.itch.io/jam/fall-all-oga-game-jam-2018
"Overall||Use of theme ""One Minute""||Fun||Art/Graphics||Sound/Music",2018-03-01 08:00:00,Fantasy Console Game Jam #3,106,121.0,27,2018-02-15 08:00:00,https://www.itch.io/jam/fantasy-console-game-jam-3
BEST GAME (General)||BEST GAME (Host's Choice)||SCARIEST GAME||BEST THEME (Best Use of Theme),2019-03-03 23:00:00,SCREAMWORLD,106,179.0,26,2019-02-21 23:00:00,https://www.itch.io/jam/screamworld
Overall||Enjoyment||Gameplay||Style||Concept||Giant Bombitude,2017-02-06 04:59:59,Giant ROM 4,106,525.0,46,2017-01-28 01:00:00,https://www.itch.io/jam/giantrom4
Overall||Playability||Music||Sounds||Story/Narrative||Artwork||Overall||Challenge Theme||Challenge Art,2017-07-28 23:00:00,OpenGameArt Game Jam,106,82.0,15,2017-06-30 23:00:00,https://www.itch.io/jam/opengame-art-game-jam
Overall||Theme||Design (This refers to the space where mechanics take place)||Audio||Gameplay (The mechanics and rules of the game)||Originality,2018-11-18 05:00:00,Godot Wild Jam #3,106,147.0,15,2018-11-09 05:00:00,https://www.itch.io/jam/godot-wild-jam-3
Overall||Fun||Theme||Visuals||Audio||Innovation,2019-01-04 00:00:00,Save the Environment Game Jam 2018-2019!,107,74.0,19,2018-12-27 00:00:00,https://www.itch.io/jam/save-the-environment
Overall||Overall||Respect of the limitations||Graphics||Sound||Game Design,2018-11-05 05:00:00,Mini Jam 14 -Elements-,108,225.0,25,2018-11-02 04:00:00,https://www.itch.io/jam/mini-jam-14-elements-
Overall||Gameplay||Art||Audio||Presentation,2019-05-06 05:00:00,Mini Jam 27: Celebration,108,132.0,26,2019-05-03 05:00:00,https://www.itch.io/jam/mini-jam-27-celebration
Overall||Overall||Art||Design||Sound||Theme||Story/Narrative,2019-05-21 04:59:59,TigerJ(am) #2,109,146.0,25,2019-05-11 16:00:00,https://www.itch.io/jam/tigerjam-2
Overall,2019-05-27 22:59:59,GameDevNetwork - Book Jam,109,0.0,24,2019-05-16 23:00:00,https://www.itch.io/jam/game-dev-network-book-jam
Overall||Theme Creativity||Object Creativity||Enjoyment||Kick-Ass Game Name||Sound||Visuals||Gameplay,2017-07-03 12:00:00,Dev Squad Jam,110,314.0,31,2017-06-30 12:00:00,https://www.itch.io/jam/dev-squad-jam
The gameplay (how fun it is and how it fits into the genre)||The quality||The design,2018-08-10 03:00:00,FloppyJam,111,130.0,25,2018-07-20 03:00:00,https://www.itch.io/jam/floppyjam
Overall||Gameplay||Originality||Presentation,2016-06-16 07:00:00,#IWantToCreate Contest,111,1052.0,26,2016-06-03 07:00:00,https://www.itch.io/jam/iwanttocreate
Overall||Fun/Usefulness||Innovation||Technical||Audio||Graphics,2019-07-11 16:00:00,Anything Goes Jam [8 Bits to Infinity],112,0.0,31,2019-07-04 16:00:00,https://www.itch.io/jam/anything-goes-jam-8-bits-to-infinity
Overall||Gameplay||Art||Sounds||Respect of the theme,2018-12-31 05:00:00,Mini Jam 18: Dreams,113,346.0,32,2018-12-28 05:00:00,https://www.itch.io/jam/mini-jam-18-dreams
Overall||Fun Factor||Theme Relevance||Originality,2017-06-12 05:59:59,GameDevNetwork: Blueberry Jam,113,245.0,20,2017-06-02 23:00:00,https://www.itch.io/jam/game-dev-network-blueberry-jam
Overall,2019-03-07 17:00:00,8 Bits to Infinity ~ Platformer Week,114,0.0,37,2019-03-01 17:00:00,https://www.itch.io/jam/platformer-week
Overall||Gameplay||Graphics||Sound||Mood,2018-02-20 02:00:00,LÖVE Jam 2018,115,286.0,30,2018-02-17 02:00:00,https://www.itch.io/jam/love2d-jam-2018
Overall||Gameplay||Art||Audio||Presentation,2019-04-22 04:59:59,Mini Jam 26: Storms,115,152.0,23,2019-04-19 04:59:59,https://www.itch.io/jam/mini-jam-26-storms
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-07-21 04:00:00,Godot Wild Jam #11,116,125.0,20,2019-07-12 04:00:00,https://www.itch.io/jam/godot-wild-jam-11
How pastel do you think it is? (more stars for more pastel)||What do you think of the quality of the submission?,2018-06-10 20:00:00,Pastel Jam!,116,194.0,36,2018-06-08 19:00:00,https://www.itch.io/jam/pastel-jam
Overall||Graphics||Audio||Gameplay||Use of Crafting Theme,2018-11-14 12:00:00,JamCraft 2,117,111.0,17,2018-11-01 12:00:00,https://www.itch.io/jam/jamcraft2
WOWIE!||Fun||Simplicity||Visuals||Sound||Creativity||Topic,2019-02-04 08:00:00,Wowie Jam!,117,468.0,49,2019-02-01 08:00:00,https://www.itch.io/jam/wowie-jam
Overall||Theme||Design (This refers to the space where mechanics take place)||Audio||Gameplay (The mechanics and rules of the game)||Originality,2018-12-16 05:00:00,Godot Wild Jam #4,118,134.0,15,2018-12-07 05:00:00,https://www.itch.io/jam/godot-wild-jam-4
Overall||Game Play||Music||Graphics||Theme,2018-03-11 22:59:59,40 Hours Game Jam,118,321.0,33,2018-03-10 07:00:00,https://www.itch.io/jam/games-factory-1
Overall||Theme Relevance||Originality||Fun Factor||Accessibility,2018-12-16 00:00:00,GameDevNetwork: The Big Festive Game Jam V2 || Theme: Your Choices Matter,119,38.0,10,2018-11-30 00:00:00,https://www.itch.io/jam/gamedevnetwork-the-big-festive-game-jam-v2
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-03-17 04:00:00,Godot Wild Jam #7,119,293.0,27,2019-03-08 05:00:00,https://www.itch.io/jam/godot-wild-jam-7
Overall||Story||Gameplay||Graphics||Audio||Engagement and general,2019-03-19 04:00:00,Metroidvania Month 3,120,0.0,15,2019-02-15 05:00:00,https://www.itch.io/jam/metroidvania-month-3
Overall||Play||Aesthetic||Sound||Narrative||Horny||Kink||Stealth||Harmony||Novelty,2019-03-01 07:00:00,Strawberry Jam 3,121,387.0,37,2019-02-01 07:00:00,https://www.itch.io/jam/strawberry-jam-3
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-05-19 04:00:00,Godot Wild Jam #9,121,314.0,24,2019-05-10 04:00:00,https://www.itch.io/jam/godot-wild-jam-9
Overall||Art||Sound||Mechanics||Fun,2018-02-26 03:00:00,Paint Jam 2018,122,173.0,29,2018-02-24 02:00:00,https://www.itch.io/jam/paint-jam-2018
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2019-01-24 17:00:00,Weekly Game Jam - Week 80,122,201.0,26,2019-01-18 17:00:00,https://www.itch.io/jam/weekly-game-jam-80
Overall||Fun Factor||Theme Relevance||Originality,2017-10-29 23:59:59,GameDevNetwork: Elderberry Jam - THEME: Summoning,122,177.0,18,2017-10-19 23:00:00,https://www.itch.io/jam/game-dev-network-elderberry-jam
Characters||Creativity||Graphics||Writing||Music,2017-12-11 04:00:00,Maximum Monster Month!,122,224.0,29,2017-11-10 11:00:00,https://www.itch.io/jam/maximum-monster-month
"Overall||Aesthetics and Graphics||Music and Sound||Gameplay||""I didn't expect that"" rating",2017-11-05 11:00:00,Dev Squad Jam: Halloween,123,201.0,20,2017-10-31 11:00:00,https://www.itch.io/jam/dev-squad-halloween
