jam_criteria,jam_end_date,jam_host,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url,jam_english
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-07-21 04:00:00,Bakenshake,Godot Wild Jam #11,116,125,20,2019-07-12 04:00:00,https://www.itch.io/jam/godot-wild-jam-11,y
How pastel do you think it is? (more stars for more pastel)||What do you think of the quality of the submission?,2018-06-10 20:00:00,Maz||Hazel-Rah,Pastel Jam!,116,194,36,2018-06-08 19:00:00,https://www.itch.io/jam/pastel-jam,y
,2017-06-19 06:59:59,zerofiftyone,Wizard Jam 5,119,0,58,2017-06-01 23:00:00,https://www.itch.io/jam/wizard-jam-5,u
,2018-11-25 18:00:00,Feldo,1-Button Jam 2018,119,0,41,2018-11-18 18:00:00,https://www.itch.io/jam/1-button-jam,u
,2018-12-28 20:12:12,CannibalInteractive,I Wasn't Gonna Make This Anyway Jam,120,0,11,2018-11-30 19:11:11,https://www.itch.io/jam/i-wasnt-gonna-make-this-anyway-jam,u
WOWIE!||Fun||Simplicity||Visuals||Sound||Creativity||Topic,2019-02-04 08:00:00,Jonas Tyroller,Wowie Jam!,117,468,49,2019-02-01 08:00:00,https://www.itch.io/jam/wowie-jam,y
Overall||Graphics||Audio||Gameplay||Use of Crafting Theme,2018-11-14 12:00:00,Gurpreet Singh Matharoo||JackOatley,JamCraft 2,117,111,17,2018-11-01 12:00:00,https://www.itch.io/jam/jamcraft2,y
,2018-02-28 08:00:00,Chusday,1-Room RPG Jam #2,122,0,19,2018-02-01 08:00:00,https://www.itch.io/jam/1-room-rpg-jam-2,u
Overall||Game Play||Music||Graphics||Theme,2018-03-11 22:59:59,T-Team,40 Hours Game Jam,118,321,33,2018-03-10 07:00:00,https://www.itch.io/jam/games-factory-1,y
,2019-03-21 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 88,122,0,17,2019-03-15 17:00:00,https://www.itch.io/jam/weekly-game-jam-88,u
Overall||Theme||Design (This refers to the space where mechanics take place)||Audio||Gameplay (The mechanics and rules of the game)||Originality,2018-12-16 05:00:00,Lentsius||Bakenshake||iFire Games||Stern Flowers||irmoz,Godot Wild Jam #4,118,134,15,2018-12-07 05:00:00,https://www.itch.io/jam/godot-wild-jam-4,y
Overall||Theme Relevance||Originality||Fun Factor||Accessibility,2018-12-16 00:00:00,liamsorta,GameDevNetwork: The Big Festive Game Jam V2 || Theme: Your Choices Matter,119,38,10,2018-11-30 00:00:00,https://www.itch.io/jam/gamedevnetwork-the-big-festive-game-jam-v2,y
Overall feeling||Narration||Originality,2019-09-23 19:30:00,paulloz,inkJam 2019,119,242,25,2019-09-20 19:00:00,https://www.itch.io/jam/inkjam-2019,y
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-03-17 04:00:00,Lentsius||irmoz||Bakenshake,Godot Wild Jam #7,119,293,27,2019-03-08 05:00:00,https://www.itch.io/jam/godot-wild-jam-7,y
Overall||Story||Gameplay||Graphics||Audio||Engagement and general,2019-03-19 04:00:00,MrQuickGame,Metroidvania Month 3,120,0,15,2019-02-15 05:00:00,https://www.itch.io/jam/metroidvania-month-3,y
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-05-19 04:00:00,Lentsius||Bakenshake||irmoz,Godot Wild Jam #9,121,314,24,2019-05-10 04:00:00,https://www.itch.io/jam/godot-wild-jam-9,y
Overall||Play||Aesthetic||Sound||Narrative||Horny||Kink||Stealth||Harmony||Novelty,2019-03-01 07:00:00,eevee,Strawberry Jam 3,121,387,37,2019-02-01 07:00:00,https://www.itch.io/jam/strawberry-jam-3,y
,2019-05-30 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 98,122,0,26,2019-05-24 17:00:00,https://www.itch.io/jam/weekly-game-jam-98,u
,2016-07-04 04:00:00,am cosmos,International Love Ultimatum 2: Romantic Boogaloo,123,0,22,2016-06-01 04:00:00,https://www.itch.io/jam/ilujam2,u
,2018-08-01 04:00:00,z04,Yaoi Game Jam 2018,123,0,25,2018-06-01 04:00:00,https://www.itch.io/jam/yaoijam18,u
Overall||Fun Factor||Theme Relevance||Originality,2017-10-29 23:59:59,liamsorta,GameDevNetwork: Elderberry Jam - THEME: Summoning,122,177,18,2017-10-19 23:00:00,https://www.itch.io/jam/game-dev-network-elderberry-jam,y
,2019-03-28 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 89,124,0,26,2019-03-22 17:00:00,https://www.itch.io/jam/weekly-game-jam-89,u
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2019-01-24 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 80,122,201,26,2019-01-18 17:00:00,https://www.itch.io/jam/weekly-game-jam-80,y
Overall||Fun||Theme||Graphics/Art||Audio||Mood||Humor,2019-10-01 01:00:00,caramelcode||mwcz,Open Jam 2019,122,410,28,2019-09-27 17:00:00,https://www.itch.io/jam/open-jam-2019,y
Overall||Art||Sound||Mechanics||Fun,2018-02-26 03:00:00,Yukon W.,Paint Jam 2018,122,173,29,2018-02-24 02:00:00,https://www.itch.io/jam/paint-jam-2018,y
,2019-03-15 05:00:00,Nora Blake,March of the Wizards 2k19!,124,0,77,2019-03-01 06:00:00,https://www.itch.io/jam/march-of-the-wizards-2k19,u
Characters||Creativity||Graphics||Writing||Music,2017-12-11 04:00:00,Patchwork Princess,Maximum Monster Month!,122,224,29,2017-11-10 11:00:00,https://www.itch.io/jam/maximum-monster-month,y
,2019-10-20 04:00:00,maturityexplained,The Maturity Explained J-Horror Jam!,124,8,10,2019-09-15 04:00:00,https://www.itch.io/jam/j-horror-jam,u
,2019-04-28 11:00:00,Nordic Game Jam team!,Nordic Game Jam 2019,126,0,103,2019-04-24 22:00:00,https://www.itch.io/jam/ngj19,u
"Overall||Aesthetics and Graphics||Music and Sound||Gameplay||""I didn't expect that"" rating",2017-11-05 11:00:00,TairaGames,Dev Squad Jam: Halloween,123,201,20,2017-10-31 11:00:00,https://www.itch.io/jam/dev-squad-halloween,y
Overall||Gameplay||Art||Audio||Presentation,2019-05-20 05:00:00,ZahranW,Mini Jam 28: Pirates,123,309,45,2019-05-17 05:00:00,https://www.itch.io/jam/mini-jam-28-pirates,y
,2017-02-28 08:00:00,Chusday,1-Room RPG Jam,126,0,13,2017-02-01 08:00:00,https://www.itch.io/jam/1-room-rpg-jam,u
,2019-06-09 04:00:00,Ben Allen||kjeann||Robin Mendoza,7 Day Broughlike,126,0,34,2019-06-02 04:00:00,https://www.itch.io/jam/broughlike,u
Overall||Overall||Fun||Mood||Innovation||Theme||Graphics||Humor||Audio,2019-08-26 01:00:00,Ieyfo,DISCORD JAM #2,124,310,35,2019-08-24 00:00:00,https://www.itch.io/jam/discord-jam-2,y
Was it Slime related?||Creativeness||Playable||Was it fun?,2018-04-15 04:00:00,8-bit llama games,Slime Jam!,124,401,34,2018-04-10 04:00:00,https://www.itch.io/jam/slime-studio-jam,y
,2014-11-18 13:00:00,Cut Garnet Games,Procedural Generation Jam 2014,127,0,124,2014-11-08 00:00:00,https://www.itch.io/jam/procjam2014,u
,2019-07-25 17:00:00,Weekly Game Jam||PouleyKetchoup,Weekly Game Jam - Week 106,127,0,38,2019-07-19 17:00:00,https://www.itch.io/jam/weekly-game-jam-106,u
Overall||Hot||Cold||Volatile||Dark,2019-04-07 22:00:00,Bricabrac,VAMPIRE JAM,124,525,29,2019-03-31 22:00:00,https://www.itch.io/jam/vampire-jam,y
Overall||Gameplay||Concept||Visuals||Audio||Story/Writing||Challenge (Tough but Fair)||Use of Theme (LGBT Pride / Identity),2019-06-23 19:00:00,Gman8r||Nitori,Touhou Fan Game Jam 4,125,1095,46,2019-06-20 19:00:00,https://www.itch.io/jam/touhou-jam-4,y
,2018-01-31 23:59:59,dreamfeel||Flatgames <3,FLATJAM 2017,128,0,22,2017-12-19 13:50:56,https://www.itch.io/jam/flatgame-annual-2017,u
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2018-06-28 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 50,126,314,41,2018-06-22 17:00:00,https://www.itch.io/jam/weekly-game-jam-50,y
Overall||Overall Game||Theme||Gameplay||Sound||Aesthetics,2018-05-11 17:00:00,Virtus Learning Hub||itsrainingben,Virtus Community Game Jam,126,333,15,2018-04-20 17:00:00,https://www.itch.io/jam/virtusjam,y
,2018-05-14 13:59:59,AlaynaMCole||Queerly Represent Me||jessz,Queerly Representing the Underrepresented,130,0,23,2018-04-30 14:00:00,https://www.itch.io/jam/queerly-representing,u
Overall||Are there cats?||Did you have fun playing this game?,2016-04-18 03:59:59,anonyanony,VR JAM 2016,126,316,29,2016-04-16 00:30:00,https://www.itch.io/jam/vrjam16,y
Final Results||Originality||Gameplay/Mechanics||Art/Aesthetic,2018-04-15 03:59:59,The Linux Gamer||cassidyjames||Cheeseness,Linux Game Jam 2018,126,285,30,2018-04-06 04:00:00,https://www.itch.io/jam/linux-game-jam-2018,y
Overall||Fun||Theme||Graphics||Audio||Humor||Special Mention #1||Special Mention #2||Special Mention #3,2018-05-15 01:00:00,fuzzmonkey,Pre-Indie Game Jam,127,412,36,2018-05-12 01:00:00,https://www.itch.io/jam/preindie,y
,2019-01-10 17:00:00,Weekly Game Jam||PouleyKetchoup,Weekly Game Jam - Week 78,130,0,38,2019-01-04 17:00:00,https://www.itch.io/jam/weekly-game-jam-78,u
,2016-06-29 22:00:00,Gaeel,Toolbox Jam,130,0,39,2016-05-18 18:47:20,https://www.itch.io/jam/toolbox-jam,u
Overall||Originality||Execution||Charm||Spookiness,2018-11-01 06:59:59,"Greg Karber, writer",Bite Sized Horror Game Jam 2018,128,268,30,2018-10-24 07:00:00,https://www.itch.io/jam/bite-sized-horror-game-jam-2018,y
,2017-12-11 03:00:00,Grim 👁️,Greek MytholoJam,132,0,24,2017-11-15 05:00:00,https://www.itch.io/jam/greek-mytholojam,u
Overall||Originality||Fun Factor||Theme Relevance,2018-03-04 23:59:59,liamsorta,GameDevNetwork: Fig Jam || THEME: Hidden Secrets,128,141,21,2018-02-23 00:00:00,https://www.itch.io/jam/game-dev-network-fig-jam,y
,2019-07-02 05:00:00,npckc||cloverfirefly,Friendship Jam,135,0,33,2019-06-18 05:00:00,https://www.itch.io/jam/friendship-jam,u
Overall||Use Of Theme||Fun||Art & Audio,2016-09-04 22:59:59,Steven Taarland||Natalie Clayton||Kirsty Fraser,#RainbowJam16,129,253,31,2016-08-19 23:00:00,https://www.itch.io/jam/rainbowjam16,y
BEST GAME (General)||BEST GAME (Host's Choice)||SCARIEST GAME||BEST THEME,2019-07-29 00:00:00,SCREAM CATALOGUE||Caveware Digital,💀 SCREAM EMPIRE 💀,130,141,17,2019-07-19 00:00:00,https://www.itch.io/jam/scream-empire,y
Theme||Design||Audio||Gameplay||Originality,2018-09-21 16:00:00,Bakenshake||Lentsius,Godot Wild Jam!,130,143,19,2018-09-13 16:00:00,https://www.itch.io/jam/godot-wild-jam,y
,2016-01-18 00:59:59,Sophie Houlden,Myst Jam,136,0,38,2016-01-09 00:00:00,https://www.itch.io/jam/myst-jam,u
,2019-07-01 02:59:00,Doc Saturn,Dream Diary Jam 3,136,0,27,2019-05-17 04:00:00,https://www.itch.io/jam/dream-diary-jam-3,u
,2017-07-10 06:59:59,Adam Le Doux,Daydream (Bitsy Jam),136,0,37,2017-06-28 07:00:00,https://www.itch.io/jam/daydream,u
Overall||Graphics||Sound||Gameplay||Overall Bad||Overall Good||Modifier,2018-08-05 19:00:00,Ned Reid,'So bad it's good' Jam 2018,131,318,35,2018-07-29 23:00:00,https://www.itch.io/jam/sbigjam2018,y
,2019-08-24 06:59:59,Portland Indie Game Squad,Summer Slow Jams August 2019: Edutainment Games,138,0,35,2019-08-08 03:00:00,https://www.itch.io/jam/ssjedutainment,u
Overall||Graphics||Audio||Theme||Fun,2017-11-05 18:00:00,Kesi||egordorichev,Fantasy Console Game Jam #2,133,95,20,2017-10-22 18:00:00,https://www.itch.io/jam/fantasy-console-game-jam-2,y
Geral||Áudio||Diversão||Gameplay||Gráficos||Inovação||Tema,2019-06-10 03:10:00,Gaminp,GAMINP JAM #1,135,311,26,2019-05-30 21:00:00,https://www.itch.io/jam/gaminpjam1,n
Overall||Enjoyment||Styyyyyle||Giant Bombitude,2018-08-06 03:59:59,Alex Zandra,Giant ROM 5,135,820,61,2018-07-28 04:00:00,https://www.itch.io/jam/giantrom5,y
,2017-02-12 23:45:00,HOMEOFNERDS||jamesharris,Home of Nerds Game Jam,140,0,41,2017-02-10 09:00:00,https://www.itch.io/jam/home-of-nerds-game-jam,u
,2017-09-16 23:00:00,Uk_resistant,The Unofficial Gameboy Jam,141,0,35,2017-09-01 23:00:00,https://www.itch.io/jam/unofficial-gbjam1,u
,2014-11-16 03:30:00,_discovery,7DFPS 2014,141,0,138,2014-11-08 00:00:00,https://www.itch.io/jam/7dfps,u
Overall||Theme - استخدام موضوع الزنقة||Fun Factor - عامل التسلية||Innovation - الابداع||Graphics/Visuals - المرئيات/الجرافيكس||Sound - الصوتيات||Overall - التقييم عام,2016-09-04 22:20:00,Danar Kayfi,Game Zanga 6,136,1054,76,2016-09-01 21:00:00,https://www.itch.io/jam/game-zanga-6,y
,2019-06-22 16:00:00,Jack Harrison,Legacy Jam,142,0,30,2019-05-31 23:00:00,https://www.itch.io/jam/legacy-jam,u
Overall||Gamplay/Fun||Art,2017-06-04 22:59:59,Scared Square Games,PaperJam,136,43,20,2017-05-29 08:00:00,https://www.itch.io/jam/paperjam,y
Overall||Art||Sound||Mechanics||Fun,2019-02-17 23:00:00,Yukon W.,Paint Jam 2019,138,307,33,2019-02-15 23:00:00,https://www.itch.io/jam/paint-jam-2019,y
Overall||Gameplay||Art||Audio||Presentation,2019-10-21 05:00:00,ZahranW||Mini Jam Official,Mini Jam 39: Monsters,138,219,25,2019-10-18 05:00:00,https://www.itch.io/jam/mini-jam-39-monsters,y
Overall||Fun||Innovation||Art style/direction,2019-09-30 17:15:00,UnidayStudio,Zelda-Like Game Jam,138,51,17,2019-09-26 13:00:00,https://www.itch.io/jam/zelda-like-game-jam,y
Overall||Entertainment - How enjoyable/replayable is it?||Presentation - How does it look/feel?||Creativity - How original is the idea?,2018-04-30 04:00:00,mfiano,Lisp Game Jam 2018,139,173,26,2018-04-20 04:00:00,https://www.itch.io/jam/lisp-game-jam-2018,y
,2017-06-26 19:00:00,jmas,frog jam,143,0,44,2017-06-23 19:00:00,https://www.itch.io/jam/frog-jam,u
,2016-06-30 22:59:59,Sophie Houlden,Star Trek Jam,143,0,14,2016-05-31 23:00:00,https://www.itch.io/jam/star-trek-jam,u
Capacidad de adaptación a la temática planteada||Narrativa||Estética (arte y música)||Jugabilidad final del prototipo||Originalidad||Presentación del prototipo,2017-10-10 10:15:00,somostalentum,Jam Jam Talentum Online,140,0,43,2017-10-06 18:30:00,https://www.itch.io/jam/talentum-online,n
,2019-08-08 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 108,144,0,31,2019-08-02 17:00:00,https://www.itch.io/jam/weekly-game-jam-108,u
,2019-09-19 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 114,144,0,30,2019-09-13 17:00:00,https://www.itch.io/jam/weekly-game-jam-114,u
Overall||Gameplay||Art||Audio||Presentation,2019-07-15 05:00:00,ZahranW||Mini Jam Official,Mini Jam 32: Explosions,141,390,38,2019-07-12 05:00:00,https://www.itch.io/jam/mini-jam-32-explosions,y
Overall||Good use of the name it's based on||Feel||Aesthetics||Innovation,2018-07-29 17:00:00,ComputerJames,Pizza Jam 3 - (PIZZA PRIZE),142,456,31,2018-07-27 17:00:00,https://www.itch.io/jam/pizza-jam-3-pizza-prize,y
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-02-17 05:00:00,Bakenshake||Lentsius||irmoz,Godot Wild Jam #6,143,660,34,2019-02-08 05:00:00,https://www.itch.io/jam/godot-wild-jam-6,y
"Overall||Theme (""Two buttons"")||Graphics and sound||Gameplay",2017-01-31 22:59:00,Akien||Karroffel,Godot Community Game Jam - Dec 2016/Jan 2017,143,468,39,2016-12-16 11:00:00,https://www.itch.io/jam/godotjam122016,y
,2018-04-08 23:00:00,XIFI,GIAW - Game In A Week #2,147,0,32,2018-04-01 23:00:00,https://www.itch.io/jam/giaw2,u
,2017-08-15 03:59:59,Ebeth||Doc Saturn,Short and Sweet Jam,147,0,36,2017-08-01 04:00:00,https://www.itch.io/jam/shortnsweet,u
,2019-09-16 07:00:00,m0dE,32+ players multiplayer game jam (modd.io),147,0,5,2019-09-06 07:00:00,https://www.itch.io/jam/32-players-or-more-multiplayer-game-jam,u
,2019-09-14 18:00:00,q8geek,Kuwait Game Jam 2019,147,0,14,2019-09-12 14:00:00,https://www.itch.io/jam/kuwait-game-jam-2019,u
Overall impression?,2017-07-15 00:00:00,Kesi,Fantasy Console Game Jam #1,143,325,31,2017-07-01 00:00:00,https://www.itch.io/jam/fantasy-console-game-jam-1,y
,2016-06-27 08:00:00,Ryan Evans,Simple Jam,149,0,38,2016-05-27 07:00:00,https://www.itch.io/jam/simple,u
Please rate this  entry based on your overall enjoyment.,2014-12-02 07:59:00,LeapMotion,Leap Motion 3D Jam 2014,145,937,146,2014-10-19 16:00:00,https://www.itch.io/jam/leapmotion3djam2014,y
Overall||Gameplay||Visuals||Audio||Mood||Innovation,2019-08-26 21:00:00,Geta,Geta Game Jam 9,145,0,33,2019-08-23 21:00:00,https://www.itch.io/jam/geta-game-jam-9,y
Enjoyment||Graphics||Sound,2018-03-10 03:00:00,Lartu||tejo240,Lartu's Mini-RPG One Week Jam,145,245,23,2018-03-03 03:00:00,https://www.itch.io/jam/lartus-mini-rpg-one-week-jam,y
Overall||Innovation||Fun||Theme||Graphics||Audio||Humor||Mood,2019-03-04 02:30:00,Ieyfo||jordanb84,DISCORD JAM,145,336,35,2019-03-02 01:00:00,https://www.itch.io/jam/discord-jam1,y
Plus Ultra!,2018-08-06 23:00:00,GameJamPlus,Game Jam Plus,146,11700,69,2018-07-27 22:00:00,https://www.itch.io/jam/game-jam-plus-,y
,2019-04-01 04:59:59,supajackle||Meg Ziegler,Roll To Craft: A Tabletop Jam,151,0,38,2019-03-01 06:00:00,https://www.itch.io/jam/rtbjam,u
,2019-08-31 17:30:00,Swords and Flowers||Takuma Okada||Jamila R. Nedjadi||Melody Watson||KiennaS,Hot Horror Jam,152,0,70,2019-07-26 16:00:00,https://www.itch.io/jam/hothorrorjam,u
,2019-05-23 17:00:00,Weekly Game Jam||PouleyKetchoup||Nekomatata,Weekly Game Jam - Week 97,152,0,35,2019-05-17 17:00:00,https://www.itch.io/jam/weekly-game-jam-97,u
,2019-06-27 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 102,152,0,33,2019-06-21 17:00:00,https://www.itch.io/jam/weekly-game-jam-102,u
Overall||Graphics||Sound||Innovation||Fun,2018-12-23 23:00:00,Hagge,Christmas Jam 2018,147,331,36,2018-12-21 23:00:00,https://www.itch.io/jam/christmas-jam-2018,y
,2018-07-02 07:00:00,GameDevsQuest,GDQ One Mechanic Game Jam 4,152,0,57,2018-06-29 07:00:00,https://www.itch.io/jam/omgjam4,u
Overall||Gameplay||Art||Audio||Presentation,2019-06-17 05:00:00,ZahranW||Chris Maltby||Mini Jam Official,Mini Jam 30 + GBStudio,148,333,34,2019-06-14 05:00:00,https://www.itch.io/jam/mini-jam-30-gameboy,y
Overall||Usableness||Cuteness||Uniqueness||Completeness||Ambitiousness,2018-02-06 06:10:00,rousr||babyjeans||rabblrouser||net8floz,Rousr's Virtual Pet Jam,148,248,44,2018-02-03 01:30:00,https://www.itch.io/jam/virtual-pets,y
,2019-10-24 17:00:00,Weekly Game Jam||PouleyKetchoup||Nekomatata,Weekly Game Jam - Week 119,153,0,31,2019-10-18 17:00:00,https://www.itch.io/jam/weekly-game-jam-119,u
Overall||Theme||Mechanics||Atmosphere||Sound / Music,2019-03-10 23:00:00,TimRuswick,Timdred Jam - COMMUNITIES UNITE!,149,514,49,2019-03-09 00:00:00,https://www.itch.io/jam/timdred-jam,y
,2017-09-06 06:59:59,Adam Le Doux,A Secret (Bitsy Jam),157,0,45,2017-08-26 07:00:00,https://www.itch.io/jam/a-secret,u
Overall||Gameplay||Visuals||Sound||Destruction,2018-02-23 23:00:00,Kronbits||Der Kevin,Destruction JAM,151,160,20,2018-02-16 22:00:00,https://www.itch.io/jam/destructionjam,y
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2019-04-04 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 90,151,127,42,2019-03-29 17:00:00,https://www.itch.io/jam/weekly-game-jam-90,y
,2019-07-28 17:00:00,Matthias Scherba,PICOWARE,158,0,66,2019-07-27 17:00:00,https://www.itch.io/jam/picoware,u
,2019-08-15 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 109,162,0,37,2019-08-09 17:00:00,https://www.itch.io/jam/weekly-game-jam-109,u
,2019-05-28 05:00:00,Riverhouse Games,Not A Game Jam Game Jam,163,0,72,2019-05-04 05:00:00,https://www.itch.io/jam/not-a-game-jam-game-jam,u
,2017-01-27 08:59:59,dreamfeel||Breogán Hackett,FLATGAME Annual 2016,163,0,56,2016-12-26 14:56:12,https://www.itch.io/jam/flatgame-annual-2016,u
,2018-03-26 00:00:00,hmaon||Vector Hat,Not Going to GDC Jam,163,0,25,2018-03-19 14:00:00,https://www.itch.io/jam/notgdcjam,u
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-10-20 04:00:00,Bakenshake,Godot Wild Jam #14,154,245,24,2019-10-11 04:00:00,https://www.itch.io/jam/godot-wild-jam-14,y
Overall||Creativity||Gameplay||Innovation||Christmas-factor||Atmosphere||Assets||Overall,2016-12-29 23:00:00,Positive Zero,Christmas GameJam 2016,155,28,20,2016-12-01 09:00:00,https://www.itch.io/jam/xmas2016,y
Public rating||Originality||Art||Gameplay||Execution,2018-02-20 01:00:00,m0dE||Lyxavier,IO Game Jam (Over $500 in Prizes),156,0,9,2018-02-17 01:00:00,https://www.itch.io/jam/io-game-jam,y
Overall||Visuals||Gameplay||Audio,2018-02-20 05:59:59,Yang Pulse,Unity Course Community Jam,157,338,26,2018-02-02 06:00:00,https://www.itch.io/jam/unity-course-community-jam,y
,2019-02-11 06:00:00,Nina,Variety Jam - NSFW Valentines,163,0,17,2019-02-08 06:00:00,https://www.itch.io/jam/nsfw-valentines,u
,2017-04-23 21:59:59,Nordic Game Jam team!,Nordic Game Jam 2017,165,0,138,2017-04-20 22:00:00,https://www.itch.io/jam/ngj17,u
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-06-23 04:00:00,Bakenshake,Godot Wild Jam #10,158,471,31,2019-06-14 04:00:00,https://www.itch.io/jam/godot-wild-jam-10,y
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-09-23 04:00:00,Bakenshake,Godot Wild Jam #13,160,430,30,2019-09-14 04:00:00,https://www.itch.io/jam/godot-wild-jam-13,y
Overall||Fun||Creativity||Polish||Theme,2018-07-16 00:00:00,ViolentCrumble||Louis,GDL - July Jam,160,608,40,2018-07-13 00:00:00,https://www.itch.io/jam/gdl-july-jam,y
Overall||Story||Characters||Puzzle Design||Visuals||Audio||Funness||Is an Adventure Game||Followed the Theme,2018-09-23 21:00:00,StandOffSoftware,$102 Adventure Game Challenge,162,0,21,2018-09-09 21:00:00,https://www.itch.io/jam/102-adventure-challenge,y
